,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
2010,B. Kamara,19,178,68,France,75,Right,3,3,Medium/Medium,RCB,70.0,35.0,67.0,70.0,75.0,74.0,,60,30,69,74,28,65,52,43,77,76,69,70,72,73,69,52,68,76,72,19,77,73,43,64,68,77,76,76,74,55+2,55+2,55+2,60+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,65+2,67+2,67+2,67+2,65+2,71+2,74+2,74+2,74+2,71+2,72+2,73+2,73+2,73+2,72+2
2012,A. Long,26,185,86,United States,75,Right,3,2,Medium/High,RCB,75.0,40.0,56.0,63.0,73.0,81.0,Long Passer (CPU AI Only),38,39,77,69,36,59,36,34,65,66,72,78,72,69,61,48,85,82,83,31,76,70,52,54,39,68,73,73,71,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,61+2,63+2,63+2,63+2,61+2,67+2,70+2,70+2,70+2,67+2,69+2,73+2,73+2,73+2,69+2
2014,C. Dawson,29,188,82,England,75,Right,2,2,Medium/Medium,RCB,62.0,43.0,58.0,60.0,75.0,77.0,"Diver, Leadership, Long Passer (CPU AI Only)",65,49,80,65,20,55,45,24,60,67,61,63,62,70,50,57,82,78,77,14,76,75,56,51,66,68,76,73,75,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2,57+2,57+2,57+2,61+2,61+2,61+2,61+2,61+2,69+2,70+2,70+2,70+2,69+2,71+2,74+2,74+2,74+2,71+2
2016,H. Ayala,32,183,81,Mexico,75,Right,2,2,Low/High,RCB,57.0,55.0,60.0,57.0,76.0,72.0,Injury Prone,61,52,71,66,46,51,46,41,62,64,45,66,63,77,40,65,67,73,75,57,64,74,44,55,55,75,78,78,76,59+2,59+2,59+2,57+2,57+2,57+2,57+2,57+2,58+2,58+2,58+2,59+2,63+2,63+2,63+2,59+2,69+2,70+2,70+2,70+2,69+2,70+2,73+2,73+2,73+2,70+2
2017,T. Kádár,29,188,79,Hungary,75,Left,2,2,High/Medium,LCB,70.0,34.0,65.0,62.0,76.0,79.0,Injury Prone,71,34,73,70,29,58,31,38,71,68,67,73,56,69,63,39,71,87,79,28,73,76,46,62,35,64,77,76,72,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,64+2,65+2,65+2,65+2,64+2,73+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2
2019,J. Morel,35,175,78,Madagascar,75,Left,2,2,Medium/High,LCB,67.0,44.0,61.0,59.0,74.0,78.0,Giant Throw-in,56,36,74,69,40,54,57,50,65,63,67,67,62,69,76,62,85,75,77,41,82,75,50,52,53,69,74,72,78,57+2,57+2,57+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,69+2,70+2,70+2,70+2,69+2,70+2,74+2,74+2,74+2,70+2
2020,Caio Nunson,31,185,85,Brazil,75,Left,3,2,Medium/Medium,RCB,60.0,50.0,61.0,59.0,73.0,77.0,Injury Prone,53,48,77,71,44,61,69,67,57,59,55,64,46,67,48,51,68,54,84,58,88,66,34,51,46,65,72,77,72,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,57+2,64+2,67+2,67+2,67+2,64+2,66+2,73+2,73+2,73+2,66+2
2021,H. Badstuber,30,190,84,Germany,75,Left,3,2,Medium/Medium,LCB,35.0,50.0,70.0,54.0,77.0,67.0,Power Free-Kick,68,35,78,73,52,48,69,65,75,67,36,34,40,72,40,74,58,46,76,59,75,78,42,65,64,74,77,76,74,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,57+2,57+2,57+2,56+2,65+2,65+2,65+2,56+2,65+2,72+2,72+2,72+2,65+2,66+2,74+2,74+2,74+2,66+2
2022,M. Niakhaté,23,190,82,France,75,Left,3,2,Medium/Medium,RCB,72.0,39.0,59.0,64.0,74.0,79.0,Diver,62,35,75,68,39,64,32,36,67,65,66,77,65,72,52,46,76,76,83,39,71,73,34,48,44,65,72,77,76,55+2,55+2,55+2,58+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,61+2,62+2,62+2,62+2,61+2,70+2,70+2,70+2,70+2,70+2,72+2,74+2,74+2,74+2,72+2
2028,M. Kelly,29,191,77,England,75,Right,3,2,Low/Medium,RCB,50.0,44.0,60.0,61.0,75.0,71.0,,70,38,76,68,39,58,60,35,64,67,47,52,55,73,49,61,69,61,76,38,71,72,42,39,58,74,75,77,76,56+2,56+2,56+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,58+2,60+2,60+2,60+2,58+2,68+2,69+2,69+2,69+2,68+2,69+2,73+2,73+2,73+2,69+2
2030,M. Gulde,28,184,80,Germany,75,Right,2,2,Medium/Medium,RCB,65.0,40.0,53.0,58.0,77.0,70.0,,47,36,71,63,54,52,45,30,58,61,64,66,68,75,65,50,81,61,74,34,69,77,45,47,44,68,77,80,76,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,66+2,69+2,69+2,69+2,66+2,69+2,74+2,74+2,74+2,69+2
2031,Zainadine,31,178,70,Mozambique,75,Right,3,2,Medium/High,RCB,69.0,41.0,56.0,61.0,75.0,76.0,Leadership,58,22,70,60,30,58,65,67,59,62,70,68,66,75,70,68,93,75,72,59,84,74,42,39,45,64,74,77,75,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,57+2,59+2,59+2,59+2,57+2,69+2,68+2,68+2,68+2,69+2,70+2,74+2,74+2,74+2,70+2
2032,D. Congré,34,185,80,France,75,Right,3,2,Medium/Medium,RCB,52.0,31.0,61.0,64.0,76.0,75.0,,65,25,72,69,26,61,32,23,68,70,49,54,58,64,61,47,73,65,80,26,74,73,51,53,24,66,77,77,76,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,68+2,71+2,71+2,71+2,68+2,69+2,74+2,74+2,74+2,69+2
2033,S. Kryvtsov,28,186,83,Ukraine,75,Right,3,2,Medium/Medium,RCB,65.0,44.0,51.0,49.0,75.0,79.0,,37,38,77,67,24,42,28,29,64,53,64,66,57,72,59,65,64,77,83,42,73,73,55,36,37,77,75,76,74,57+2,57+2,57+2,51+2,53+2,53+2,53+2,51+2,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,65+2,68+2,68+2,68+2,65+2,68+2,73+2,73+2,73+2,68+2
2035,L. Koné,30,189,90,Ivory Coast,75,Right,3,2,Low/High,RCB,56.0,38.0,50.0,56.0,74.0,79.0,,48,34,77,63,29,52,39,28,47,62,52,59,51,70,47,55,66,66,89,29,75,73,54,38,31,64,76,74,68,55+2,55+2,55+2,52+2,53+2,53+2,53+2,52+2,52+2,52+2,52+2,54+2,56+2,56+2,56+2,54+2,64+2,66+2,66+2,66+2,64+2,66+2,73+2,73+2,73+2,66+2
2036,G. Shoji,26,182,74,Japan,75,Right,4,2,High/High,RCB,80.0,41.0,53.0,56.0,75.0,77.0,"Diver, Avoids Using Weaker Foot, Giant Throw-in",40,29,70,71,28,53,37,34,70,57,73,86,54,73,71,67,78,81,77,49,74,74,29,31,32,69,78,76,71,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,56+2,59+2,59+2,59+2,56+2,68+2,70+2,70+2,70+2,68+2,70+2,73+2,73+2,73+2,70+2
2037,M. Kempf,24,186,87,Germany,75,Left,3,2,Medium/Medium,RCB,67.0,38.0,54.0,59.0,75.0,77.0,Power Free-Kick,41,31,78,62,30,55,36,39,64,63,65,68,64,69,59,52,91,65,81,38,76,77,33,52,52,64,73,74,72,53+2,53+2,53+2,52+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,55+2,59+2,59+2,59+2,55+2,65+2,69+2,69+2,69+2,65+2,67+2,74+2,74+2,74+2,67+2
2043,B. Bianchi,30,183,76,Argentina,75,Right,3,2,Low/Medium,RCB,57.0,35.0,55.0,59.0,76.0,75.0,"Diver, Leadership",46,30,71,70,26,57,32,24,66,62,54,60,64,65,54,52,74,67,81,35,68,76,40,43,21,58,79,76,74,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,55+2,59+2,59+2,59+2,55+2,66+2,70+2,70+2,70+2,66+2,67+2,73+2,73+2,73+2,67+2
2044,Otávio Cairinho,27,179,80,Brazil,75,Right,3,2,Medium/Medium,LCB,59.0,50.0,58.0,51.0,75.0,74.0,Diver,62,43,72,64,43,44,47,55,61,56,56,61,54,67,63,61,82,61,76,54,82,72,36,44,66,69,77,75,76,54+2,54+2,54+2,52+2,51+2,51+2,51+2,52+2,52+2,52+2,52+2,54+2,57+2,57+2,57+2,54+2,65+2,67+2,67+2,67+2,65+2,67+2,73+2,73+2,73+2,67+2
2050,Manuel da Costa,33,191,84,Morocco,75,Right,3,2,Medium/High,RCB,55.0,45.0,51.0,52.0,75.0,80.0,"Long Throw-in, Argues with Officials, Long Passer (CPU AI Only)",33,28,76,67,28,50,34,36,65,56,51,58,51,62,40,72,81,70,84,62,81,75,30,38,44,55,76,75,72,52+2,52+2,52+2,48+2,50+2,50+2,50+2,48+2,50+2,50+2,50+2,50+2,57+2,57+2,57+2,50+2,62+2,68+2,68+2,68+2,62+2,65+2,74+2,74+2,74+2,65+2
2051,O. Murillo,31,184,83,Colombia,75,Left,4,2,Medium/High,LCB,69.0,39.0,55.0,51.0,74.0,77.0,,59,42,75,61,22,46,35,27,65,56,66,71,54,70,39,43,85,66,83,35,76,79,29,44,32,70,71,77,66,52+2,52+2,52+2,52+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,55+2,56+2,56+2,56+2,55+2,66+2,68+2,68+2,68+2,66+2,68+2,73+2,73+2,73+2,68+2
2052,T. Baumgartl,23,190,89,Germany,75,Right,3,2,Medium/Medium,RCB,70.0,34.0,55.0,50.0,76.0,75.0,,33,26,73,70,26,44,31,28,69,57,65,74,52,67,56,60,71,65,81,27,72,73,32,55,34,62,72,82,78,51+2,51+2,51+2,49+2,50+2,50+2,50+2,49+2,53+2,53+2,53+2,53+2,59+2,59+2,59+2,53+2,65+2,70+2,70+2,70+2,65+2,68+2,74+2,74+2,74+2,68+2
2054,K. Omeruo,25,185,81,Nigeria,75,Right,3,2,Low/Medium,CB,70.0,32.0,50.0,58.0,73.0,78.0,Leadership,47,22,74,63,27,53,24,23,60,61,66,73,64,73,55,54,88,72,79,31,79,72,34,34,35,70,69,77,73,51+2,51+2,51+2,51+2,50+2,50+2,50+2,51+2,51+2,51+2,51+2,54+2,56+2,56+2,56+2,54+2,66+2,68+2,68+2,68+2,66+2,68+2,73+2,73+2,73+2,68+2
2055,J. Lucumi,21,185,78,Colombia,75,Left,3,2,Medium/High,LCB,70.0,28.0,54.0,59.0,74.0,76.0,,52,23,70,68,23,54,32,31,65,65,68,72,62,71,59,38,68,71,78,28,78,75,33,36,36,69,73,77,74,50+2,50+2,50+2,53+2,50+2,50+2,50+2,53+2,52+2,52+2,52+2,56+2,58+2,58+2,58+2,56+2,68+2,70+2,70+2,70+2,68+2,70+2,73+2,73+2,73+2,70+2
2057,V. Vasin,30,192,83,Russia,75,Right,3,2,Medium/Medium,LCB,67.0,41.0,58.0,45.0,75.0,78.0,Leadership,51,30,78,62,38,33,72,62,64,63,69,66,37,69,43,71,75,70,83,36,75,78,25,51,68,66,74,75,72,52+2,52+2,52+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,52+2,57+2,57+2,57+2,52+2,66+2,69+2,69+2,69+2,66+2,69+2,74+2,74+2,74+2,69+2
2058,S. Dann,32,188,78,England,75,Right,3,2,Low/Medium,LCB,32.0,40.0,48.0,47.0,76.0,65.0,Long Passer (CPU AI Only),30,40,80,59,29,38,30,29,58,60,31,33,40,76,51,52,67,34,77,32,72,75,36,48,30,70,77,76,75,51+2,51+2,51+2,44+2,48+2,48+2,48+2,44+2,48+2,48+2,48+2,45+2,54+2,54+2,54+2,45+2,57+2,66+2,66+2,66+2,57+2,60+2,73+2,73+2,73+2,60+2
2059,S. Mitrovi?,29,189,84,Serbia,75,Right,5,2,Low/Medium,CB,39.0,34.0,49.0,54.0,77.0,77.0,Avoids Using Weaker Foot,38,22,78,59,28,51,29,33,57,62,38,40,45,72,43,61,65,67,81,38,80,72,31,43,35,70,78,78,75,49+2,49+2,49+2,46+2,48+2,48+2,48+2,46+2,49+2,49+2,49+2,49+2,56+2,56+2,56+2,49+2,62+2,68+2,68+2,68+2,62+2,64+2,74+2,74+2,74+2,64+2
2061,G. Cabral,33,184,76,Argentina,75,Right,3,2,Medium/High,RCB,33.0,33.0,52.0,55.0,76.0,73.0,"Injury Prone, Long Passer (CPU AI Only)",35,26,76,63,28,49,33,48,59,61,32,33,58,74,63,50,81,64,74,29,82,78,40,49,47,71,75,74,78,49+2,49+2,49+2,46+2,48+2,48+2,48+2,46+2,50+2,50+2,50+2,49+2,58+2,58+2,58+2,49+2,62+2,69+2,69+2,69+2,62+2,64+2,74+2,74+2,74+2,64+2
2062,Marcão,23,185,81,Brazil,75,Left,2,2,Medium/High,RCB,59.0,32.0,51.0,55.0,75.0,74.0,Leadership,35,23,68,69,34,52,35,34,60,58,57,60,56,71,57,52,84,60,77,29,82,77,25,35,56,70,72,78,74,48+2,48+2,48+2,47+2,48+2,48+2,48+2,47+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,64+2,68+2,68+2,68+2,64+2,66+2,74+2,74+2,74+2,66+2
2063,Ivanildo Fernandes,23,193,85,Portugal,75,Left,4,2,Medium/Medium,RCB,62.0,28.0,48.0,49.0,74.0,81.0,,37,21,71,65,27,46,27,30,50,58,58,66,34,71,36,45,64,74,88,25,76,71,31,38,39,62,73,77,74,48+2,48+2,48+2,46+2,47+2,47+2,47+2,46+2,48+2,48+2,48+2,50+2,54+2,54+2,54+2,50+2,64+2,67+2,67+2,67+2,64+2,67+2,73+2,73+2,73+2,67+2
2064,R. Thomas,31,193,84,France,75,Left,3,2,Medium/High,LCB,45.0,33.0,53.0,47.0,76.0,72.0,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",42,22,76,68,18,31,39,34,67,67,44,45,51,71,50,64,67,54,81,28,73,75,28,37,55,73,77,76,74,48+2,48+2,48+2,44+2,46+2,46+2,46+2,44+2,47+2,47+2,47+2,47+2,56+2,56+2,56+2,47+2,62+2,69+2,69+2,69+2,62+2,65+2,74+2,74+2,74+2,65+2
2065,I. Traoré,32,184,87,Ivory Coast,75,Right,2,2,Medium/Medium,RCB,51.0,32.0,57.0,49.0,74.0,80.0,Avoids Using Weaker Foot,43,22,79,66,19,35,48,58,65,63,51,51,62,70,60,45,75,72,86,45,78,73,20,53,49,70,73,75,74,47+2,47+2,47+2,46+2,46+2,46+2,46+2,46+2,50+2,50+2,50+2,50+2,58+2,58+2,58+2,50+2,64+2,70+2,70+2,70+2,64+2,66+2,74+2,74+2,74+2,66+2
2066,S. Dewaest,28,188,88,Belgium,75,Right,2,2,Medium/High,RCB,51.0,41.0,46.0,38.0,75.0,81.0,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",36,33,79,58,22,30,33,39,46,48,47,55,33,69,35,70,46,65,91,35,83,72,37,38,40,74,73,77,74,51+2,51+2,51+2,42+2,45+2,45+2,45+2,42+2,44+2,44+2,44+2,45+2,50+2,50+2,50+2,45+2,60+2,65+2,65+2,65+2,60+2,64+2,73+2,73+2,73+2,64+2
2068,Eric Botteghin,31,192,89,Brazil,75,Right,2,2,Low/High,RCB,33.0,35.0,45.0,51.0,75.0,82.0,Long Passer (CPU AI Only),30,25,77,60,22,50,25,23,62,60,34,32,33,67,34,59,83,65,90,40,81,69,23,32,42,67,77,79,70,48+2,48+2,48+2,42+2,45+2,45+2,45+2,42+2,45+2,45+2,45+2,45+2,54+2,54+2,54+2,45+2,59+2,67+2,67+2,67+2,59+2,61+2,74+2,74+2,74+2,61+2
2069,W. Troost-Ekong,25,191,82,Nigeria,75,Right,3,2,Low/Medium,CB,65.0,32.0,45.0,43.0,76.0,77.0,Long Passer (CPU AI Only),37,23,76,54,26,37,25,26,52,50,61,69,34,67,59,53,69,65,85,33,76,75,30,41,40,69,76,76,73,48+2,48+2,48+2,44+2,45+2,45+2,45+2,44+2,44+2,44+2,44+2,47+2,51+2,51+2,51+2,47+2,62+2,65+2,65+2,65+2,62+2,65+2,73+2,73+2,73+2,65+2
2072,M. Burda,24,187,80,Ukraine,75,Right,3,2,Medium/Medium,RCB,65.0,23.0,43.0,40.0,77.0,74.0,,28,17,77,62,27,31,22,27,45,48,63,66,40,74,52,34,67,64,80,21,74,79,27,31,33,68,76,78,71,44+2,44+2,44+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,44+2,49+2,49+2,49+2,44+2,62+2,65+2,65+2,65+2,62+2,66+2,74+2,74+2,74+2,66+2
2441,S. M'Bia,33,187,87,Cameroon,74,Right,3,2,Medium/High,CB,68.0,62.0,66.0,66.0,74.0,81.0,Long Passer (CPU AI Only),52,56,79,75,47,64,55,51,72,71,67,69,57,68,70,80,73,77,84,60,81,73,65,64,73,70,72,74,72,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,66+2,66+2,66+2,66+2,69+2,69+2,69+2,66+2,69+2,73+2,73+2,73+2,69+2,70+2,74+2,74+2,74+2,70+2
2446,J. van der Heijden,31,185,76,Netherlands,74,Left,3,3,Medium/Medium,LCB,37.0,62.0,72.0,70.0,74.0,70.0,Selfish,61,54,75,76,42,69,80,73,77,75,35,39,58,75,62,75,62,68,74,68,64,75,65,72,66,80,74,75,71,65+2,65+2,65+2,63+2,66+2,66+2,66+2,63+2,68+2,68+2,68+2,65+2,72+2,72+2,72+2,65+2,68+2,73+2,73+2,73+2,68+2,68+2,72+2,72+2,72+2,68+2
2470,W. Janssen,32,186,75,Netherlands,74,Right,4,2,Medium/Medium,RCB,40.0,64.0,69.0,68.0,72.0,75.0,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",69,60,80,73,62,68,52,48,74,70,40,40,64,70,64,74,82,73,74,63,78,76,60,66,75,75,74,67,69,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,64+2,69+2,69+2,69+2,64+2,68+2,72+2,72+2,72+2,68+2,67+2,72+2,72+2,72+2,67+2
2474,D. Bocanegra,32,182,75,Colombia,74,Right,2,2,Medium/High,RCB,71.0,55.0,69.0,65.0,73.0,76.0,"Argues with Officials, Giant Throw-in",73,42,72,72,46,61,65,78,65,72,68,73,59,76,57,72,83,78,74,73,76,69,53,61,52,68,78,72,68,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,72+2,71+2,71+2,71+2,72+2,72+2,73+2,73+2,73+2,72+2
2492,G. Trauner,27,183,82,Austria,74,Right,3,2,Medium/Medium,CB,66.0,57.0,61.0,62.0,71.0,85.0,Avoids Using Weaker Foot,59,51,67,66,48,58,58,49,60,64,62,70,62,72,73,68,86,87,85,63,81,67,65,57,49,65,71,75,69,63+2,63+2,63+2,61+2,62+2,62+2,62+2,61+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,68+2,69+2,69+2,69+2,68+2,69+2,72+2,72+2,72+2,69+2
2503,K. Ajer,21,196,94,Norway,74,Right,3,3,High/Medium,LCB,67.0,52.0,62.0,67.0,72.0,82.0,Injury Prone,55,48,75,69,41,69,58,52,64,71,62,71,53,55,53,64,60,81,87,53,75,69,52,60,49,74,72,74,73,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,68+2,70+2,70+2,70+2,68+2,69+2,72+2,72+2,72+2,69+2
2513,Joaquín,23,190,75,Spain,74,Right,3,2,Medium/High,LCB,67.0,47.0,61.0,61.0,72.0,78.0,Long Passer (CPU AI Only),46,43,72,69,39,60,48,49,64,67,66,68,58,72,35,59,75,69,84,45,75,71,50,64,47,64,70,74,72,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,66+2,70+2,70+2,70+2,66+2,68+2,73+2,73+2,73+2,68+2
2514,T. Mings,26,196,77,England,74,Left,3,3,Medium/Medium,LCB,69.0,44.0,63.0,65.0,73.0,78.0,Injury Prone,70,37,73,67,34,68,53,37,63,66,65,73,55,70,45,61,61,70,82,42,80,73,53,57,45,71,73,74,73,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,70+2,70+2,70+2,70+2,70+2,71+2,73+2,73+2,73+2,71+2
2516,P. Martinez,30,182,77,France,74,Left,3,3,High/Medium,LCB,66.0,45.0,63.0,69.0,74.0,75.0,"Injury Prone, Leadership",67,37,73,66,40,71,44,50,70,66,65,66,67,71,67,52,75,75,74,56,75,71,51,55,45,73,74,77,75,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,70+2,70+2,70+2,70+2,70+2,71+2,73+2,73+2,73+2,71+2
2522,Nuno Coelho,31,183,76,Portugal,74,Right,3,2,Medium/Medium,LCB,55.0,44.0,64.0,67.0,74.0,72.0,,55,33,65,76,43,63,47,39,73,72,60,50,64,74,67,58,81,71,68,52,81,78,47,55,46,69,74,76,71,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,67+2,67+2,67+2,61+2,69+2,73+2,73+2,73+2,69+2,69+2,73+2,73+2,73+2,69+2
2523,A. Chedjou,34,184,77,Cameroon,74,Right,3,3,Medium/Medium,LCB,65.0,49.0,60.0,62.0,73.0,74.0,"Diver, Injury Prone, Selfish, Leadership, Long Passer (CPU AI Only)",39,40,76,70,50,61,51,50,68,63,67,63,62,66,58,60,79,67,76,59,76,72,44,63,57,64,72,74,70,58+3,58+3,58+3,57+3,58+3,58+3,58+3,57+3,60+3,60+3,60+3,59+3,64+3,64+3,64+3,59+3,64+3,69+3,69+3,69+3,64+3,66+3,72+3,72+3,72+3,66+3
2526,R. Hubník,35,193,90,Czech Republic,74,Right,3,2,Medium/High,LCB,64.0,53.0,60.0,56.0,71.0,76.0,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",52,51,79,67,49,56,55,41,66,59,58,69,50,74,40,56,68,63,84,55,76,72,46,55,67,67,66,74,71,60+2,60+2,60+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,59+2,65+2,68+2,68+2,68+2,65+2,67+2,72+2,72+2,72+2,67+2
2527,Enaldo Toxeto,31,181,79,Brazil,74,Left,3,2,Medium/Medium,LCB,68.0,54.0,58.0,63.0,73.0,74.0,,62,47,74,68,51,58,49,43,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,67,64,71,77,67,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2,57+2,57+2,57+2,61+2,62+2,62+2,62+2,61+2,69+2,70+2,70+2,70+2,69+2,70+2,72+2,72+2,72+2,70+2
2529,E. Sviatchenko,27,184,82,Denmark,74,Right,3,2,Medium/Medium,CB,58.0,50.0,58.0,55.0,73.0,78.0,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",42,39,72,68,36,43,42,34,66,66,44,69,71,69,69,67,86,73,80,61,75,70,60,61,35,72,75,74,72,59+2,59+2,59+2,55+2,58+2,58+2,58+2,55+2,59+2,59+2,59+2,57+2,64+2,64+2,64+2,57+2,65+2,70+2,70+2,70+2,65+2,67+2,73+2,73+2,73+2,67+2
2530,E. Dilaver,28,184,82,Austria,74,Right,3,2,Medium/High,LCB,71.0,46.0,59.0,61.0,74.0,76.0,,52,39,73,67,44,57,60,35,65,64,70,72,66,71,59,63,72,76,75,43,81,73,49,54,49,61,74,78,68,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,68+2,70+2,70+2,70+2,68+2,69+2,73+2,73+2,73+2,69+2
2531,J. Stephens,25,185,75,England,74,Right,3,2,Medium/Medium,CB,61.0,42.0,58.0,67.0,74.0,71.0,,47,36,75,72,34,66,55,58,59,72,60,61,63,73,58,55,67,66,75,42,68,77,47,44,42,65,71,75,74,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,68+2,70+2,70+2,70+2,68+2,69+2,73+2,73+2,73+2,69+2
2532,Daniel Ayala,28,190,84,Spain,74,Right,3,2,Medium/Medium,RCB,66.0,41.0,52.0,65.0,74.0,78.0,"Injury Prone, Long Passer (CPU AI Only)",33,43,78,58,29,66,41,32,60,66,67,66,62,70,54,47,73,74,79,32,83,73,49,60,37,65,75,73,67,57+2,57+2,57+2,56+2,58+2,58+2,58+2,56+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,64+2,68+2,68+2,68+2,64+2,66+2,73+2,73+2,73+2,66+2
2533,Crespo,32,185,74,Spain,74,Right,3,2,Medium/High,RCB,69.0,39.0,64.0,61.0,73.0,75.0,,72,32,62,67,33,55,58,27,69,68,71,68,63,72,62,51,71,76,74,40,79,74,57,59,41,69,73,76,75,56+2,56+2,56+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,63+2,64+2,64+2,64+2,63+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2
2536,D. Hovorka,25,179,73,Czech Republic,74,Right,3,2,High/High,LCB,74.0,39.0,63.0,67.0,73.0,74.0,,48,29,68,70,34,64,54,46,69,69,76,73,75,69,68,59,90,70,71,46,81,72,32,66,36,72,74,74,74,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,68+2,71+2,71+2,71+2,68+2,69+2,73+2,73+2,73+2,69+2
2537,Dória,24,188,82,Brazil,74,Left,2,2,Medium/Medium,RCB,61.0,52.0,52.0,56.0,73.0,75.0,,40,53,73,67,20,56,21,29,63,63,60,62,37,65,43,75,69,63,79,40,83,69,48,43,35,68,74,76,73,60+2,60+2,60+2,54+2,57+2,57+2,57+2,54+2,55+2,55+2,55+2,56+2,59+2,59+2,59+2,56+2,63+2,68+2,68+2,68+2,63+2,65+2,72+2,72+2,72+2,65+2
2539,Hong Jeong Ho,29,186,77,Korea Republic,74,Right,4,2,Low/High,LCB,80.0,47.0,53.0,55.0,71.0,79.0,"Injury Prone, Long Passer (CPU AI Only)",30,44,78,65,39,49,45,39,55,59,81,80,65,68,61,55,87,72,83,45,74,70,50,59,46,67,67,75,70,59+2,59+2,59+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,57+2,60+2,60+2,60+2,57+2,64+2,67+2,67+2,67+2,64+2,67+2,72+2,72+2,72+2,67+2
