,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
1287,J. Dátolo,35,177,77,Argentina,76,Left,3,4,High/Low,LCM,61.0,76.0,80.0,77.0,51.0,60.0,"Finesse Shot, Crowd Favourite",78,73,55,81,67,78,83,78,79,78,60,61,75,75,66,81,48,65,66,79,44,55,77,81,75,74,50,51,46,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,75+2,75+2,75+2,75+2,75+2,64+2,64+2,64+2,64+2,64+2,61+2,56+2,56+2,56+2,61+2
1313,V. Guzmán,24,175,81,Mexico,76,Right,3,3,High/Medium,LDM,75.0,71.0,73.0,75.0,69.0,70.0,Speed Dribbler (CPU AI Only),63,71,79,79,48,75,63,67,74,76,74,75,73,75,74,75,78,81,66,74,66,70,72,74,66,70,71,65,67,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,71+2
1314,O. El Kaddouri,28,185,82,Morocco,76,Right,4,3,High/Medium,RDM,74.0,71.0,76.0,76.0,57.0,71.0,Crowd Favourite,73,63,71,78,70,77,77,72,75,80,73,75,72,71,54,81,70,70,77,77,56,61,74,77,70,72,50,59,53,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,67+2,67+2,67+2,67+2,67+2,65+2,63+2,63+2,63+2,65+2
1315,A. Mierzejewski,32,176,73,Poland,76,Left,4,4,High/Medium,LCM,73.0,74.0,73.0,77.0,45.0,73.0,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only)",68,75,66,76,71,77,71,72,70,77,75,71,73,73,81,77,77,78,70,75,73,55,71,74,64,73,45,36,33,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,62+2,62+2,62+2,62+2,62+2,59+2,55+2,55+2,55+2,59+2
1321,M. Benítez,25,173,72,Argentina,76,Right,2,4,High/High,LCM,77.0,71.0,70.0,79.0,49.0,59.0,"Power Free-Kick, Beat Offside Trap, Argues with Officials, Crowd Favourite",71,69,57,75,68,81,64,62,63,76,81,74,82,75,66,74,44,67,62,73,47,58,76,71,69,76,65,33,23,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,62+2,60+2,60+2,60+2,62+2,58+2,53+2,53+2,53+2,58+2
1329,F. Mancuello,30,175,70,Argentina,76,Left,2,4,High/Medium,LCM,75.0,72.0,77.0,74.0,62.0,71.0,"Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",76,68,62,77,46,74,80,81,74,74,73,76,74,76,72,80,59,74,69,81,73,67,73,80,63,74,58,64,61,71+2,71+2,71+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,70+2,70+2,70+2,70+2,70+2,69+2,65+2,65+2,65+2,69+2
1339,C. McGregor,26,174,74,Scotland,76,Left,4,4,High/High,LDM,78.0,69.0,73.0,78.0,69.0,76.0,"Diver, Beat Offside Trap, Crowd Favourite",66,70,44,81,49,76,74,68,67,80,80,77,86,72,85,70,54,92,69,72,77,73,72,70,56,80,72,71,69,70+2,70+2,70+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,75+2,73+2,69+2,69+2,69+2,73+2
1350,X. Schlager,21,174,76,Austria,76,Left,3,3,High/High,RCM,78.0,68.0,71.0,77.0,65.0,74.0,,59,64,44,76,55,75,70,60,72,77,79,78,83,78,77,76,60,85,69,75,74,77,74,76,56,71,60,67,66,69+2,69+2,69+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,72+2,73+2,73+2,73+2,72+2,70+2,67+2,67+2,67+2,70+2
1353,Paulinho,24,169,63,Brazil,76,Left,3,4,High/Low,LCM,70.0,70.0,73.0,77.0,31.0,46.0,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",66,68,47,77,64,74,67,74,69,76,73,68,86,81,90,75,71,73,34,69,38,40,78,78,65,78,23,30,20,69+2,69+2,69+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,73+2,56+2,53+2,53+2,53+2,56+2,52+2,40+2,40+2,40+2,52+2
1372,B. Džemaili,33,179,73,Switzerland,76,Right,4,3,Medium/Medium,RDM,57.0,73.0,76.0,76.0,71.0,66.0,"Avoids Using Weaker Foot, Argues with Officials, Finesse Shot",75,65,66,78,75,77,79,70,74,78,55,59,66,75,68,86,58,71,61,78,72,69,73,76,68,79,75,70,69,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,75+2,75+2,75+2,72+2,71+2,72+2,72+2,72+2,71+2,70+2,69+2,69+2,69+2,70+2
1376,A. Thomasson,25,177,72,France,76,Right,4,4,Medium/Medium,RCM,73.0,70.0,75.0,76.0,64.0,63.0,,72,67,63,78,64,74,71,54,75,77,72,73,76,73,83,76,70,72,59,74,62,68,74,77,64,76,63,67,55,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,69+2,70+2,70+2,70+2,69+2,68+2,65+2,65+2,65+2,68+2
1378,A. Hunt,32,183,73,Germany,76,Left,3,3,Medium/Medium,LCM,65.0,73.0,75.0,76.0,44.0,63.0,"Power Free-Kick, Avoids Using Weaker Foot, Argues with Officials, Speed Dribbler (CPU AI Only)",76,70,63,74,75,75,80,79,70,79,66,64,74,76,73,74,63,61,65,78,59,55,74,78,76,75,42,34,35,71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,71+2,71+2,71+2,73+2,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2
1388,I. Kahveci,23,176,67,Turkey,76,Left,4,4,High/Medium,RDM,77.0,68.0,76.0,78.0,62.0,67.0,"Selfish, Argues with Officials, Finesse Shot, Crowd Favourite",70,67,55,78,60,80,77,75,75,78,76,78,75,71,79,72,58,80,62,72,65,68,67,78,54,74,65,61,53,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,75+2,70+2,70+2,70+2,70+2,70+2,68+2,63+2,63+2,63+2,68+2
1390,M. Moralez,32,158,56,Argentina,76,Right,4,4,High/High,LCM,73.0,71.0,74.0,77.0,52.0,50.0,"Power Free-Kick, Finesse Shot, Crowd Favourite",74,72,56,74,70,77,76,70,73,76,82,65,81,74,77,69,31,76,33,70,65,45,74,77,74,76,48,58,51,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,72+2,72+2,72+2,74+2,65+2,62+2,62+2,62+2,65+2,62+2,53+2,53+2,53+2,62+2
1396,M. Fellaini,31,194,85,Belgium,76,Right,3,3,Medium/Medium,LDM,42.0,71.0,70.0,69.0,76.0,88.0,"Power Free-Kick, Long Passer (CPU AI Only)",61,73,92,80,68,67,64,46,66,80,38,46,48,81,49,75,70,79,92,63,92,74,83,72,64,75,75,77,63,75+3,75+3,75+3,68+3,72+3,72+3,72+3,68+3,71+3,71+3,71+3,69+3,75+3,75+3,75+3,69+3,70+3,76+3,76+3,76+3,70+3,70+3,78+3,78+3,78+3,70+3
1411,G. Shibasaki,27,175,62,Japan,76,Right,3,4,Medium/Medium,LDM,68.0,68.0,75.0,76.0,68.0,64.0,Selfish,68,70,56,79,61,75,59,67,78,76,69,68,76,78,76,64,67,73,58,68,65,74,69,78,71,75,61,73,72,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,72+2,73+2,73+2,73+2,72+2,71+2,67+2,67+2,67+2,71+2
1412,A. Maher,25,175,76,Netherlands,76,Right,2,3,Medium/Medium,CDM,70.0,68.0,77.0,77.0,61.0,55.0,Selfish,75,63,52,81,73,75,76,75,76,80,69,71,76,74,81,74,53,74,44,72,59,67,69,74,59,74,60,62,56,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,70+2,69+2,69+2,69+2,70+2,67+2,60+2,60+2,60+2,67+2
1415,V. Darida,28,172,67,Czech Republic,76,Right,4,3,High/High,LCM,65.0,71.0,74.0,76.0,66.0,60.0,"Argues with Officials, Finesse Shot",70,67,41,77,65,74,78,69,75,77,66,64,79,74,82,75,76,85,48,75,56,69,72,73,76,79,72,67,59,67+2,67+2,67+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,71+2,71+2,71+2,71+2,71+2,68+2,63+2,63+2,63+2,68+2
1426,O. Onazi,26,173,73,Nigeria,76,Right,3,3,Medium/Medium,LCM,80.0,66.0,71.0,76.0,75.0,72.0,"Injury Prone, Injury Free, Argues with Officials",67,55,63,75,68,72,70,50,72,75,83,78,90,73,91,78,55,87,68,77,69,78,68,74,60,70,75,78,74,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,75+2
1427,J. McArthur,31,178,66,Scotland,76,Right,3,3,High/High,LCM,60.0,65.0,72.0,73.0,71.0,75.0,,66,68,66,78,53,70,54,61,74,77,62,58,69,80,75,65,64,85,66,61,88,73,75,72,64,80,70,72,70,69+2,69+2,69+2,70+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,72+2,74+2,74+2,74+2,72+2,72+2,75+2,75+2,75+2,72+2,71+2,71+2,71+2,71+2,71+2
1434,K. Linetty,24,176,73,Poland,76,Right,3,3,High/High,RCM,69.0,63.0,71.0,75.0,72.0,70.0,Argues with Officials,60,64,56,78,38,74,62,36,74,76,73,65,74,74,79,70,79,78,62,64,79,76,68,76,50,70,72,74,70,67+2,67+2,67+2,70+2,71+2,71+2,71+2,70+2,73+2,73+2,73+2,71+2,74+2,74+2,74+2,71+2,72+2,74+2,74+2,74+2,72+2,71+2,71+2,71+2,71+2,71+2
1441,I. Sangaré,21,191,77,Ivory Coast,76,Right,4,3,Medium/High,RCM,68.0,64.0,72.0,72.0,74.0,80.0,Leadership,74,61,74,74,62,71,62,62,72,75,69,68,65,75,69,71,75,79,83,64,74,73,72,73,59,78,72,76,76,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2
1446,A. Ekdal,29,186,82,Sweden,76,Right,3,3,Medium/Medium,CM,49.0,65.0,75.0,73.0,71.0,73.0,"Power Free-Kick, Finesse Shot",67,60,62,80,66,74,74,70,78,79,52,47,60,74,58,72,64,72,71,69,83,72,70,75,68,76,74,72,64,67+2,67+2,67+2,69+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,70+2,75+2,75+2,75+2,70+2,69+2,74+2,74+2,74+2,69+2,68+2,71+2,71+2,71+2,68+2
1450,J. Clasie,28,169,66,Netherlands,76,Right,3,3,Medium/Medium,CDM,63.0,64.0,77.0,74.0,67.0,69.0,"Leadership, Finesse Shot",68,54,34,83,71,70,77,70,75,80,68,58,72,76,89,78,68,72,66,72,74,77,63,78,64,75,73,67,58,64+2,64+2,64+2,70+2,70+2,70+2,70+2,70+2,73+2,73+2,73+2,71+2,75+2,75+2,75+2,71+2,71+2,74+2,74+2,74+2,71+2,68+2,66+2,66+2,66+2,68+2
1456,Guilherme,28,179,76,Brazil,76,Right,4,3,Medium/Medium,RDM,67.0,64.0,72.0,69.0,72.0,78.0,Long Throw-in,62,58,63,78,59,64,64,68,74,74,69,66,74,76,69,82,74,79,76,62,81,76,64,73,55,72,69,76,74,68+2,68+2,68+2,67+2,69+2,69+2,69+2,67+2,70+2,70+2,70+2,69+2,73+2,73+2,73+2,69+2,72+2,75+2,75+2,75+2,72+2,72+2,73+2,73+2,73+2,72+2
1457,T. Mangani,32,183,79,France,76,Left,3,3,Medium/Medium,LCM,55.0,69.0,76.0,71.0,71.0,73.0,Avoids Using Weaker Foot,68,63,66,79,67,69,74,78,78,77,55,55,66,71,61,77,67,78,71,73,71,72,65,77,79,76,71,70,72,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,70+2,74+2,74+2,74+2,70+2,71+2,74+2,74+2,74+2,71+2,70+2,70+2,70+2,70+2,70+2
1458,I. Doumbia,21,187,82,Ivory Coast,76,Right,3,3,Medium/Medium,CDM,68.0,57.0,68.0,73.0,74.0,86.0,,63,53,66,75,35,74,56,41,68,75,65,71,65,75,59,64,70,81,90,63,84,75,68,70,42,80,76,77,68,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,70+2,72+2,75+2,75+2,75+2,72+2,72+2,75+2,75+2,75+2,72+2
1460,R. Mandragora,22,183,76,Italy,76,Left,3,3,Medium/High,RCM,58.0,63.0,73.0,75.0,74.0,73.0,,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,77,75,69,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,70+2,74+2,74+2,74+2,70+2,72+2,75+2,75+2,75+2,72+2,71+2,72+2,72+2,72+2,71+2
1468,J. Cork,30,184,75,England,76,Right,4,3,Medium/High,LCM,47.0,62.0,73.0,71.0,76.0,80.0,Diver,68,58,74,77,60,69,74,58,76,76,52,42,63,78,68,73,75,90,76,59,78,77,67,72,60,77,77,76,75,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,69+2,69+2,69+2,69+2,74+2,74+2,74+2,69+2,73+2,77+2,77+2,77+2,73+2,73+2,75+2,75+2,75+2,73+2
1470,Emilio Piodão,27,177,78,Brazil,76,Right,2,2,Medium/Medium,RDM,74.0,64.0,69.0,70.0,74.0,78.0,"Diver, Leadership",59,58,68,74,60,67,82,49,77,73,77,72,74,71,73,73,91,81,73,71,81,76,62,64,61,66,74,76,68,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,72+2,74+2,74+2,74+2,72+2,72+2,74+2,74+2,74+2,72+2
1473,D. Stephens,30,185,78,England,76,Right,3,3,Medium/High,RCM,57.0,64.0,74.0,69.0,71.0,78.0,,70,63,65,79,69,69,68,61,76,72,60,54,64,76,63,67,88,86,70,69,83,77,65,74,44,78,66,75,70,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,70+2,72+2,75+2,75+2,75+2,72+2,71+2,72+2,72+2,72+2,71+2
1475,K. El Ahmadi,34,181,71,Morocco,76,Right,2,3,Medium/Medium,CM,62.0,62.0,71.0,73.0,71.0,77.0,Argues with Officials,60,54,60,77,62,71,68,50,78,75,63,62,74,76,70,74,67,81,73,66,83,74,64,72,69,83,68,76,73,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,69+2,74+2,74+2,74+2,69+2,71+2,75+2,75+2,75+2,71+2,71+2,72+2,72+2,72+2,71+2
1477,M. Bradley,31,188,79,United States,76,Right,3,2,Medium/Medium,RDM,58.0,62.0,75.0,72.0,69.0,76.0,"Avoids Using Weaker Foot, Leadership, Giant Throw-in",70,57,63,79,69,72,74,63,79,76,57,58,56,75,72,73,33,85,74,62,80,70,61,73,65,76,67,71,70,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,70+2,71+2,74+2,74+2,74+2,71+2,70+2,69+2,69+2,69+2,70+2
1478,M. Locatelli,21,186,75,Italy,76,Right,3,3,Medium/Medium,LCM,60.0,63.0,74.0,74.0,75.0,70.0,Finesse Shot,72,54,68,78,64,75,66,60,75,79,59,60,66,68,54,76,58,73,69,75,70,75,54,75,60,66,76,75,75,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,73+2,73+2,73+2,70+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,72+2,72+2
1480,M. Noble,32,177,76,England,76,Right,3,3,High/High,RCM,41.0,67.0,76.0,73.0,72.0,70.0,"Injury Prone, Avoids Using Weaker Foot, Giant Throw-in",71,60,62,77,68,74,71,67,79,76,44,38,62,74,71,74,56,69,66,69,85,73,64,78,88,77,71,74,76,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,68+2,74+2,74+2,74+2,68+2,70+2,74+2,74+2,74+2,70+2,69+2,71+2,71+2,71+2,69+2
1481,C. Ortíz,30,175,70,Paraguay,76,Left,3,3,Medium/High,LDM,67.0,57.0,66.0,73.0,74.0,77.0,"Speed Dribbler (CPU AI Only), Giant Throw-in",53,48,44,77,55,71,63,43,60,75,65,68,73,74,72,70,67,83,77,64,72,82,69,69,40,77,75,80,70,64+2,64+2,64+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,68+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,72+2
1486,T. Monconduit,28,184,83,France,76,Right,3,2,Medium/Medium,RDM,64.0,55.0,72.0,69.0,75.0,77.0,,66,49,69,77,39,70,68,63,74,71,60,68,64,73,61,70,69,83,75,57,75,76,68,73,52,72,75,76,75,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2
1489,D. Kohr,25,185,81,Germany,76,Right,3,3,Medium/Medium,LCM,68.0,58.0,63.0,71.0,75.0,79.0,Injury Prone,42,57,69,74,45,69,51,46,68,76,66,69,66,75,71,65,74,79,77,63,87,74,46,69,47,69,83,70,73,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,67+2,67+2,67+2,65+2,70+2,70+2,70+2,65+2,70+2,74+2,74+2,74+2,70+2,70+2,75+2,75+2,75+2,70+2
1491,I. Hayden,24,185,79,England,76,Right,4,2,Medium/High,CM,58.0,55.0,64.0,68.0,74.0,76.0,"Injury Prone, Giant Throw-in",43,48,65,76,35,66,45,38,69,75,56,60,58,74,60,70,69,78,74,61,80,75,66,69,49,75,74,75,77,64+2,64+2,64+2,63+2,66+2,66+2,66+2,63+2,67+2,67+2,67+2,65+2,71+2,71+2,71+2,65+2,69+2,74+2,74+2,74+2,69+2,70+2,73+2,73+2,73+2,70+2
1505,Otávio,25,176,73,Brazil,76,Right,3,3,Medium/High,LCM,66.0,51.0,64.0,70.0,77.0,75.0,,59,44,64,75,49,69,47,49,69,72,67,65,72,73,70,66,74,78,72,52,80,80,59,53,48,74,78,80,75,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,68+2,68+2,68+2,65+2,73+2,74+2,74+2,74+2,73+2,73+2,75+2,75+2,75+2,73+2
1508,Rubén Pérez,30,178,73,Spain,76,Right,3,2,Medium/Medium,CM,40.0,56.0,69.0,65.0,73.0,74.0,Leadership,52,43,56,78,26,62,55,57,71,72,47,35,60,72,64,79,71,73,69,71,87,80,58,74,50,71,69,78,71,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,66+2,66+2,66+2,62+2,71+2,71+2,71+2,62+2,67+2,75+2,75+2,75+2,67+2,67+2,72+2,72+2,72+2,67+2
1512,A. Wakaso,27,180,76,Ghana,76,Right,3,2,Medium/High,CDM,67.0,49.0,60.0,66.0,77.0,83.0,,44,32,68,71,41,65,47,37,69,66,69,65,65,74,65,73,92,90,76,69,90,77,52,57,36,68,76,81,76,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,62+2,62+2,62+2,62+2,67+2,67+2,67+2,62+2,71+2,74+2,74+2,74+2,71+2,72+2,76+2,76+2,76+2,72+2
1524,David Seijalbo,35,176,76,Brazil,76,Left,2,2,Medium/High,RDM,65.0,53.0,63.0,61.0,74.0,83.0,,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80,62,83,70,36,52,62,80,81,77,68,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,67+2,67+2,67+2,61+2,70+2,75+2,75+2,75+2,70+2,71+2,74+2,74+2,74+2,71+2
1530,R. Khedira,25,188,84,Germany,76,Right,3,2,Medium/Medium,RDM,56.0,43.0,61.0,61.0,76.0,77.0,Injury Prone,42,34,74,75,29,57,38,41,68,68,54,58,59,72,57,58,66,75,79,51,79,81,43,59,46,67,73,76,75,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,60+2,60+2,60+2,58+2,66+2,66+2,66+2,58+2,68+2,73+2,73+2,73+2,68+2,69+2,75+2,75+2,75+2,69+2
1531,S. Ascacíbar,22,168,70,Argentina,76,Right,3,2,Medium/High,RCM,70.0,46.0,61.0,66.0,77.0,76.0,"Diver, Injury Prone",51,36,47,70,47,62,47,41,67,63,74,66,79,74,88,53,83,92,61,64,90,83,31,60,48,65,80,80,78,52+2,52+2,52+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,61+2,66+2,66+2,66+2,61+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2
1536,Oriol Romeu,27,183,83,Spain,76,Right,3,2,Low/High,CM,45.0,39.0,63.0,62.0,77.0,77.0,,37,25,70,79,35,59,49,53,71,70,53,39,54,70,59,60,65,69,79,43,87,78,48,60,54,74,76,79,74,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,60+2,60+2,60+2,57+2,67+2,67+2,67+2,57+2,66+2,75+2,75+2,75+2,66+2,67+2,75+2,75+2,75+2,67+2
1637,M. Vlap,22,191,81,Netherlands,75,Right,4,3,High/Medium,LCM,73.0,77.0,70.0,72.0,47.0,69.0,,64,78,74,72,66,71,73,74,67,76,72,74,72,72,66,74,60,83,74,80,43,40,75,73,71,74,58,36,34,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,72+2,69+2,69+2,69+2,72+2,60+2,59+2,59+2,59+2,60+2,58+2,54+2,54+2,54+2,58+2
1649,J. Jankto,23,180,74,Czech Republic,75,Left,3,4,High/High,LCM,77.0,70.0,73.0,76.0,67.0,64.0,Early Crosser,70,66,68,77,60,76,71,50,74,77,77,77,74,75,74,79,61,71,60,74,68,64,76,75,50,74,68,68,64,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,71+2,70+2,70+2,70+2,71+2,70+2,67+2,67+2,67+2,70+2
1668,R. Falk,27,177,65,Denmark,75,Right,4,4,High/Medium,RCM,84.0,64.0,71.0,80.0,58.0,72.0,"Selfish, Early Crosser, Finesse Shot, Crowd Favourite",68,64,58,77,62,79,61,51,72,77,84,84,89,77,89,66,83,88,64,62,68,60,73,72,56,75,60,58,52,70+2,70+2,70+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,76+2,73+2,73+2,73+2,76+2,70+2,68+2,68+2,68+2,70+2,68+2,63+2,63+2,63+2,68+2
1703,E. Badu,28,173,70,Ghana,75,Right,3,3,High/High,RCM,78.0,67.0,70.0,77.0,72.0,72.0,,69,60,70,76,72,76,64,50,69,75,86,71,88,75,81,76,90,88,62,74,72,74,74,70,58,73,69,74,72,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,74+2,71+2,71+2,71+2,74+2
1740,L. Andersen,24,185,73,Denmark,75,Right,3,4,High/Medium,LCM,81.0,68.0,70.0,78.0,33.0,58.0,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",66,68,50,70,60,77,75,70,66,78,79,83,85,69,74,71,57,73,64,72,24,48,71,75,48,70,28,26,21,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,57+2,53+2,53+2,53+2,57+2,53+2,43+2,43+2,43+2,53+2
1765,Melero,25,183,77,Spain,75,Right,3,3,Medium/Medium,RCM,61.0,73.0,71.0,70.0,73.0,71.0,,55,72,74,78,67,69,68,67,74,76,58,64,61,74,65,74,66,78,69,75,68,76,73,76,78,66,70,74,73,72+2,72+2,72+2,69+2,72+2,72+2,72+2,69+2,73+2,73+2,73+2,70+2,75+2,75+2,75+2,70+2,71+2,74+2,74+2,74+2,71+2,71+2,72+2,72+2,72+2,71+2
1778,D. Nagbe,28,175,75,United States,75,Right,3,4,Medium/Medium,RDM,80.0,64.0,70.0,80.0,63.0,70.0,"Argues with Officials, Early Crosser",51,59,58,84,70,79,72,68,69,82,82,79,85,77,78,74,72,80,70,64,59,69,59,66,61,83,64,61,56,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2
1779,E. Gutiérrez,24,177,69,Mexico,75,Left,2,4,High/Medium,LCM,75.0,71.0,74.0,74.0,64.0,66.0,,69,68,52,77,65,73,71,67,75,77,76,74,73,68,73,77,45,82,63,74,60,66,67,77,67,76,64,68,57,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,70+2,70+2,70+2,70+2,70+2,68+2,63+2,63+2,63+2,68+2
1781,F. Gutiérrez,28,170,66,Chile,75,Left,4,3,Medium/Medium,LCM,66.0,70.0,75.0,76.0,60.0,65.0,"Selfish, Argues with Officials, Finesse Shot",72,68,51,78,66,73,79,72,71,78,68,64,79,76,79,74,42,77,58,72,73,64,72,73,74,71,55,69,53,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,68+2,69+2,69+2,69+2,68+2,66+2,62+2,62+2,62+2,66+2
1790,M. Mount,20,178,64,England,75,Right,4,3,High/Medium,LCM,71.0,68.0,74.0,76.0,46.0,53.0,"Argues with Officials, Finesse Shot, Crowd Favourite",69,68,59,75,61,74,75,76,71,79,77,66,78,72,75,70,46,74,46,68,44,46,65,77,60,70,44,49,30,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,72+2,61+2,59+2,59+2,59+2,61+2,58+2,50+2,50+2,50+2,58+2
