,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
1101,Johnathan,29,184,75,Brazil,77,Right,5,4,High/Low,LS,79.0,76.0,63.0,74.0,40.0,76.0,Crowd Favourite,63,78,78,68,70,75,72,57,54,74,80,79,75,69,66,79,80,85,77,76,63,31,75,62,58,67,46,31,26,75+2,75+2,75+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,57+2,54+2,54+2,54+2,57+2,55+2,52+2,52+2,52+2,55+2
1103,Jô,32,192,78,Brazil,77,Left,3,3,Medium/Low,LS,67.0,75.0,65.0,72.0,28.0,75.0,,64,78,80,67,74,73,62,66,56,76,62,71,67,73,51,78,69,69,89,67,50,32,79,72,72,82,19,21,20,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,51+2,50+2,50+2,50+2,51+2,48+2,46+2,46+2,46+2,48+2
1104,F. Ferreyra,28,186,76,Argentina,77,Right,3,3,Medium/Low,RS,65.0,76.0,59.0,74.0,31.0,68.0,"Beat Offside Trap, Long Passer (CPU AI Only)",49,80,82,67,70,74,48,42,53,76,64,66,75,75,67,75,65,69,72,68,58,23,80,66,70,79,22,29,26,75+2,75+2,75+2,70+2,73+2,73+2,73+2,70+2,71+2,71+2,71+2,68+2,64+2,64+2,64+2,68+2,50+2,50+2,50+2,50+2,50+2,48+2,46+2,46+2,46+2,48+2
1106,Formosandrinho,27,178,72,Brazil,77,Right,3,3,Medium/Medium,LS,81.0,77.0,60.0,73.0,24.0,64.0,Argues with Officials,57,76,77,65,72,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,56,56,78,20,14,15,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,61+2,61+2,61+2,69+2,49+2,46+2,46+2,46+2,49+2,46+2,41+2,41+2,41+2,46+2
1121,G. Pellè,33,193,101,Italy,77,Right,4,3,High/Low,ST,48.0,76.0,64.0,63.0,34.0,85.0,Long Passer (CPU AI Only),44,77,90,74,79,63,56,40,60,74,40,54,32,82,37,80,78,76,91,68,85,25,84,76,76,76,21,33,33,76+3,76+3,76+3,66+3,72+3,72+3,72+3,66+3,70+3,70+3,70+3,66+3,68+3,68+3,68+3,66+3,50+3,55+3,55+3,55+3,50+3,49+3,53+3,53+3,53+3,49+3
1122,C. Wood,27,189,92,New Zealand,77,Right,3,2,High/Medium,RS,70.0,76.0,59.0,68.0,40.0,79.0,Long Throw-in,46,77,83,65,69,66,69,64,48,74,65,74,60,75,61,80,77,71,85,71,74,40,79,64,81,77,39,30,29,75+2,75+2,75+2,68+2,72+2,72+2,72+2,68+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,53+2,54+2,54+2,54+2,53+2,52+2,54+2,54+2,54+2,52+2
1124,Alan Kardec,30,187,72,Brazil,77,Right,3,3,Medium/Low,ST,73.0,76.0,64.0,71.0,34.0,74.0,Long Passer (CPU AI Only),68,78,82,67,67,70,56,69,58,73,74,72,68,75,63,78,80,79,79,74,53,33,78,59,69,67,26,29,24,75+2,75+2,75+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,70+2,64+2,64+2,64+2,70+2,55+2,52+2,52+2,52+2,55+2,52+2,48+2,48+2,48+2,52+2
1142,G. Murray,35,183,80,England,77,Right,3,2,Low/Medium,ST,31.0,78.0,61.0,67.0,42.0,72.0,Long Passer (CPU AI Only),48,84,85,69,76,65,57,33,55,74,32,30,52,84,67,78,84,54,76,64,79,45,87,70,80,81,44,29,23,74+2,74+2,74+2,65+2,71+2,71+2,71+2,65+2,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,49+2,56+2,56+2,56+2,49+2,47+2,54+2,54+2,54+2,47+2
1254,R. Palacio,37,176,70,Argentina,76,Right,3,4,High/High,ST,74.0,71.0,72.0,82.0,46.0,65.0,"Avoids Using Weaker Foot, Beat Offside Trap, Crowd Favourite",72,75,73,76,76,82,78,67,56,84,76,73,79,77,82,70,74,66,58,60,78,41,80,77,75,82,51,39,37,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,62+2,60+2,60+2,60+2,62+2,59+2,56+2,56+2,56+2,59+2
1255,A. Schürrle,28,183,71,Germany,76,Right,4,3,Medium/Medium,ST,75.0,78.0,72.0,78.0,43.0,68.0,"Power Free-Kick, Injury Free, Selfish, Argues with Officials",75,75,63,75,81,79,80,70,58,78,76,75,74,75,74,82,65,72,66,81,68,39,76,75,77,75,41,39,52,75+3,75+3,75+3,76+3,76+3,76+3,76+3,76+3,75+3,75+3,75+3,75+3,70+3,70+3,70+3,75+3,63+3,59+3,59+3,59+3,63+3,60+3,54+3,54+3,54+3,60+3
1261,J. Campbell,27,178,78,Costa Rica,76,Left,2,4,Medium/Medium,CF,88.0,74.0,74.0,78.0,40.0,72.0,"Long Throw-in, Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",75,73,55,77,68,78,72,69,70,78,88,88,84,70,75,80,78,66,76,72,70,45,78,71,70,74,32,40,42,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,62+2,59+2,59+2,59+2,62+2,59+2,53+2,53+2,53+2,59+2
1273,Y. ?sako,29,182,71,Japan,76,Right,4,3,Medium/Medium,CF,75.0,72.0,65.0,78.0,44.0,67.0,Beat Offside Trap,42,73,74,74,73,78,71,53,59,77,75,75,77,78,77,70,80,72,64,69,65,31,77,78,68,77,53,39,32,74+2,74+2,74+2,72+2,75+2,75+2,75+2,72+2,75+2,75+2,75+2,71+2,69+2,69+2,69+2,71+2,56+2,58+2,58+2,58+2,56+2,55+2,54+2,54+2,54+2,55+2
1274,T. Gutiérrez,34,177,81,Colombia,76,Right,3,4,Medium/Low,ST,57.0,75.0,72.0,77.0,28.0,72.0,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only)",70,75,70,73,74,77,67,63,69,81,59,55,71,74,74,78,82,55,77,75,80,25,81,76,67,80,21,26,20,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,74+2,74+2,74+2,72+2,69+2,69+2,69+2,72+2,51+2,53+2,53+2,53+2,51+2,47+2,47+2,47+2,47+2,47+2
1275,D. Malen,20,179,78,Netherlands,76,Right,3,4,Medium/Medium,ST,91.0,73.0,64.0,80.0,29.0,72.0,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",66,78,67,69,72,81,63,57,52,78,92,90,82,72,76,75,74,76,74,67,60,31,67,65,60,69,27,22,16,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,73+2,73+2,73+2,74+2,64+2,64+2,64+2,74+2,55+2,51+2,51+2,51+2,55+2,52+2,45+2,45+2,45+2,52+2
1276,F. Chalov,21,180,77,Russia,76,Right,4,3,High/Low,ST,80.0,74.0,65.0,75.0,33.0,63.0,"Beat Offside Trap, Selfish, Outside Foot Shot",58,79,67,73,72,74,56,38,60,77,79,81,75,77,73,70,62,76,67,64,36,44,78,71,74,82,23,26,23,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,56+2,53+2,53+2,53+2,56+2,53+2,45+2,45+2,45+2,53+2
1277,Y. Kobayashi,31,177,72,Japan,76,Right,4,3,High/Medium,ST,81.0,75.0,67.0,76.0,30.0,65.0,"Selfish, Giant Throw-in, Crowd Favourite",72,76,72,68,67,76,57,56,58,75,82,81,85,75,67,77,64,80,66,72,45,31,77,70,72,64,24,24,26,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,73+2,73+2,73+2,74+2,66+2,66+2,66+2,74+2,56+2,51+2,51+2,51+2,56+2,53+2,44+2,44+2,44+2,53+2
1278,L. Waldschmidt,23,181,74,Germany,76,Left,3,3,Medium/Medium,RS,76.0,78.0,69.0,75.0,29.0,60.0,Argues with Officials,63,78,59,75,67,75,69,63,58,73,77,76,80,74,75,81,63,69,61,80,44,28,80,75,76,63,33,19,18,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,73+2,67+2,67+2,67+2,73+2,53+2,50+2,50+2,50+2,53+2,49+2,42+2,42+2,42+2,49+2
1283,João Pedro,27,184,73,Brazil,76,Right,4,4,High/Medium,LS,72.0,75.0,72.0,75.0,40.0,67.0,Beat Offside Trap,69,75,61,77,72,75,70,57,69,77,72,72,71,76,61,77,73,72,60,73,76,42,79,75,72,72,30,44,28,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,71+2,71+2,71+2,74+2,59+2,59+2,59+2,59+2,59+2,56+2,51+2,51+2,51+2,56+2
1288,F. Kamano,23,175,77,Guinea,76,Right,4,4,Medium/Medium,RF,87.0,74.0,68.0,77.0,33.0,62.0,"Injury Free, Selfish, Argues with Officials, Early Crosser, Crowd Favourite",72,76,49,71,67,79,71,68,55,75,88,86,79,74,76,74,55,71,59,75,59,24,76,69,66,71,34,33,29,72+2,72+2,72+2,76+2,75+2,75+2,75+2,76+2,74+2,74+2,74+2,74+2,66+2,66+2,66+2,74+2,57+2,52+2,52+2,52+2,57+2,53+2,44+2,44+2,44+2,53+2
1295,Soldado,34,180,74,Spain,76,Right,4,3,High/Low,ST,57.0,77.0,71.0,72.0,43.0,68.0,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",66,79,77,78,81,72,70,66,58,76,56,58,65,74,63,78,76,55,71,71,73,41,79,75,79,76,38,41,38,74+3,74+3,74+3,72+3,74+3,74+3,74+3,72+3,73+3,73+3,73+3,70+3,68+3,68+3,68+3,70+3,56+3,58+3,58+3,58+3,56+3,54+3,55+3,55+3,55+3,54+3
1300,O. Toivonen,32,192,78,Sweden,76,Right,4,3,Medium/Low,ST,50.0,77.0,75.0,73.0,41.0,73.0,,72,79,78,77,74,74,76,79,72,76,50,50,64,74,60,75,56,70,79,76,66,45,83,76,71,82,31,37,39,75+2,75+2,75+2,72+2,74+2,74+2,74+2,72+2,74+2,74+2,74+2,72+2,71+2,71+2,71+2,72+2,58+2,59+2,59+2,59+2,58+2,55+2,53+2,53+2,53+2,55+2
1301,N. Jørgensen,28,190,83,Denmark,76,Right,3,3,High/Medium,ST,71.0,76.0,70.0,72.0,39.0,76.0,Speed Dribbler (CPU AI Only),64,77,74,74,72,72,69,62,65,77,72,70,65,75,57,80,68,74,80,74,68,31,75,74,68,82,39,36,24,75+2,75+2,75+2,73+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,72+2,69+2,69+2,69+2,72+2,56+2,57+2,57+2,57+2,56+2,53+2,52+2,52+2,52+2,53+2
1309,D. Ings,26,178,73,England,76,Right,3,3,High/High,RS,75.0,74.0,64.0,76.0,32.0,66.0,"Power Free-Kick, Early Crosser",62,76,75,69,66,77,57,36,61,76,76,75,74,74,77,74,79,66,67,67,60,39,78,68,79,70,22,24,27,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,72+2,66+2,66+2,66+2,72+2,54+2,52+2,52+2,52+2,54+2,51+2,47+2,47+2,47+2,51+2
1311,R. Ruidíaz,28,169,66,Peru,76,Right,4,4,High/Medium,ST,80.0,77.0,64.0,76.0,32.0,61.0,"Long Throw-in, Argues with Officials",67,80,74,66,71,76,66,69,53,74,76,83,81,70,79,76,75,75,52,73,62,28,80,65,70,75,34,22,23,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,64+2,64+2,64+2,72+2,54+2,49+2,49+2,49+2,54+2,51+2,45+2,45+2,45+2,51+2
1335,F. Klaus,26,180,79,Germany,76,Right,3,3,Medium/Medium,RF,81.0,71.0,70.0,78.0,37.0,69.0,Early Crosser,73,73,45,74,60,80,69,69,57,76,83,79,75,75,77,75,67,78,67,65,63,34,74,71,62,68,42,33,29,71+2,71+2,71+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,75+2,67+2,67+2,67+2,75+2,60+2,56+2,56+2,56+2,60+2,55+2,48+2,48+2,48+2,55+2
1357,J. Córdoba,26,188,85,Colombia,76,Right,3,3,High/High,RS,82.0,75.0,61.0,72.0,44.0,83.0,Long Passer (CPU AI Only),55,73,71,67,73,74,60,54,54,72,77,86,66,75,70,86,78,72,87,69,90,48,73,62,69,76,42,39,31,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,70+2,70+2,70+2,69+2,65+2,65+2,65+2,69+2,58+2,58+2,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2
1360,J. Briand,33,181,84,France,76,Right,3,3,High/Medium,ST,66.0,76.0,73.0,72.0,46.0,71.0,,71,78,76,77,75,74,67,66,68,69,64,67,71,74,66,77,76,67,74,70,69,42,79,73,72,76,42,46,40,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,69+2,69+2,69+2,72+2,59+2,60+2,60+2,60+2,59+2,57+2,56+2,56+2,56+2,57+2
1363,Dênildo Stein,31,180,71,Brazil,76,Left,3,3,High/Medium,ST,76.0,76.0,61.0,73.0,30.0,64.0,"Injury Free, Early Crosser",61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69,73,57,34,72,65,64,65,22,23,22,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,70+2,63+2,63+2,63+2,70+2,52+2,49+2,49+2,49+2,52+2,49+2,45+2,45+2,45+2,49+2
1364,I. Pussetto,23,180,74,Argentina,76,Right,4,3,High/Medium,LS,80.0,74.0,62.0,77.0,25.0,65.0,,65,78,67,68,64,80,43,42,67,77,82,78,76,68,66,74,71,76,72,67,33,12,79,55,69,69,25,18,25,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,73+2,64+2,64+2,64+2,73+2,52+2,47+2,47+2,47+2,52+2,48+2,40+2,40+2,40+2,48+2
1397,Y. En-Nesyri,22,192,78,Morocco,76,Left,4,3,High/High,LS,75.0,74.0,54.0,74.0,34.0,74.0,,48,77,80,63,70,79,63,47,46,73,74,76,66,74,50,75,82,74,73,68,72,31,78,49,67,59,27,31,27,75+2,75+2,75+2,70+2,72+2,72+2,72+2,70+2,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,52+2,50+2,50+2,50+2,52+2,50+2,49+2,49+2,49+2,50+2
1399,T. Abraham,21,196,80,England,76,Right,3,3,Medium/Medium,ST,74.0,74.0,57.0,69.0,31.0,68.0,,50,78,77,65,64,68,50,42,44,73,68,78,63,74,56,76,70,66,79,67,41,22,78,65,72,73,35,23,15,74+2,74+2,74+2,69+2,72+2,72+2,72+2,69+2,69+2,69+2,69+2,67+2,61+2,61+2,61+2,67+2,49+2,47+2,47+2,47+2,49+2,47+2,45+2,45+2,45+2,47+2
1414,C. Villanueva,33,173,73,Chile,76,Left,3,5,Medium/Low,LF,61.0,71.0,76.0,79.0,50.0,50.0,"Finesse Shot, Crowd Favourite",65,64,52,80,81,78,75,80,77,77,63,60,89,74,78,79,35,68,46,77,40,42,69,79,73,74,66,44,36,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,61+2,61+2,61+2,61+2,61+2,57+2,51+2,51+2,51+2,57+2
1421,J. Martínez,32,185,80,Colombia,76,Right,4,3,Medium/Medium,ST,67.0,74.0,62.0,71.0,39.0,76.0,Long Passer (CPU AI Only),56,74,82,67,75,71,70,46,58,75,66,67,68,71,58,80,77,62,84,68,75,47,75,64,70,74,12,47,33,74+3,74+3,74+3,69+3,71+3,71+3,71+3,69+3,69+3,69+3,69+3,67+3,65+3,65+3,65+3,67+3,54+3,55+3,55+3,55+3,54+3,53+3,54+3,54+3,54+3,53+3
1422,J. Altidore,29,183,79,United States,76,Right,4,3,Medium/Low,ST,70.0,76.0,61.0,69.0,32.0,81.0,Power Free-Kick,46,77,75,67,70,70,68,73,50,71,67,72,64,69,57,81,68,64,92,68,80,32,77,68,75,68,22,34,17,74+3,74+3,74+3,68+3,71+3,71+3,71+3,68+3,69+3,69+3,69+3,66+3,63+3,63+3,63+3,66+3,49+3,51+3,51+3,51+3,49+3,47+3,50+3,50+3,50+3,47+3
1423,J. Sand,38,185,82,Argentina,76,Right,4,3,High/Low,ST,46.0,79.0,61.0,65.0,36.0,74.0,"Diver, Long Passer (CPU AI Only), Giant Throw-in",53,81,79,69,77,65,61,65,43,75,43,48,42,81,29,77,71,61,82,73,73,33,83,69,83,85,43,21,25,74+2,74+2,74+2,67+2,71+2,71+2,71+2,67+2,69+2,69+2,69+2,65+2,63+2,63+2,63+2,65+2,50+2,52+2,52+2,52+2,50+2,48+2,51+2,51+2,51+2,48+2
1424,Luiz Phellype,25,188,83,Brazil,76,Right,3,3,Medium/High,ST,54.0,78.0,59.0,69.0,30.0,81.0,"Argues with Officials, Long Passer (CPU AI Only)",62,76,77,63,75,70,67,68,36,74,50,58,57,77,46,85,67,73,87,77,81,31,80,61,76,79,11,34,22,74+2,74+2,74+2,68+2,71+2,71+2,71+2,68+2,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,51+2,50+2,50+2,50+2,51+2,48+2,48+2,48+2,48+2,48+2
1437,M. Gómez,33,189,89,Germany,76,Right,4,3,Medium/Medium,RS,58.0,75.0,59.0,67.0,35.0,75.0,,58,76,78,67,73,69,66,36,50,69,55,60,56,76,47,82,74,54,86,68,74,20,83,58,69,78,40,31,20,74+3,74+3,74+3,67+3,70+3,70+3,70+3,67+3,67+3,67+3,67+3,65+3,61+3,61+3,61+3,65+3,49+3,50+3,50+3,50+3,49+3,47+3,50+3,50+3,50+3,47+3
1451,R. Inglese,27,186,85,Italy,76,Right,3,3,Medium/Medium,ST,58.0,75.0,49.0,69.0,27.0,70.0,Long Passer (CPU AI Only),39,78,90,65,70,68,68,36,35,76,49,66,54,72,55,78,83,62,85,68,40,19,78,42,72,74,30,13,12,75+2,75+2,75+2,64+2,69+2,69+2,69+2,64+2,64+2,64+2,64+2,62+2,56+2,56+2,56+2,62+2,44+2,43+2,43+2,43+2,44+2,42+2,44+2,44+2,44+2,42+2
1618,M. Thuram,21,192,87,France,75,Right,3,3,High/Low,RS,83.0,73.0,67.0,76.0,47.0,75.0,,66,73,73,74,66,81,56,30,63,76,81,84,69,70,54,79,68,73,86,70,53,45,73,69,63,69,43,46,37,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,74+2,69+2,69+2,69+2,74+2,61+2,59+2,59+2,59+2,61+2,59+2,56+2,56+2,56+2,59+2
1628,R. Quaison,25,183,77,Sweden,75,Right,3,3,Medium/Medium,LS,77.0,73.0,69.0,78.0,51.0,70.0,Crowd Favourite,67,74,56,73,72,80,64,56,67,78,77,77,74,75,75,73,55,76,74,72,54,55,77,68,59,74,39,57,54,73+2,73+2,73+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,65+2,63+2,63+2,63+2,65+2,63+2,58+2,58+2,58+2,63+2
1641,Caio,28,178,68,Brazil,75,Right,4,3,High/Medium,RS,82.0,75.0,66.0,77.0,29.0,66.0,Early Crosser,63,76,73,69,76,78,68,58,62,75,81,83,80,71,75,73,73,74,63,72,64,25,76,68,75,75,24,24,25,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,66+2,66+2,66+2,73+2,54+2,50+2,50+2,50+2,54+2,51+2,45+2,45+2,45+2,51+2
1680,H. Rodallega,33,181,72,Colombia,75,Right,3,3,High/Low,ST,75.0,73.0,68.0,75.0,43.0,71.0,"Selfish, Argues with Officials",69,75,75,69,72,75,71,70,60,74,75,75,76,73,74,73,88,77,73,71,54,44,76,69,69,74,41,38,33,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,59+2,57+2,57+2,57+2,59+2,57+2,54+2,54+2,54+2,57+2
1681,C. Kouamé,21,185,70,Ivory Coast,75,Right,4,3,High/Medium,RS,84.0,71.0,61.0,75.0,40.0,70.0,,57,78,69,68,58,77,52,45,52,75,83,84,74,69,65,72,92,68,75,58,55,37,78,65,61,68,41,35,32,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,57+2,54+2,54+2,54+2,57+2,54+2,52+2,52+2,52+2,54+2
1685,P. Cissé,34,183,73,Senegal,75,Right,4,3,Medium/Low,ST,61.0,77.0,66.0,74.0,38.0,66.0,Injury Free,63,79,70,72,74,73,75,59,58,76,76,49,77,77,71,79,70,69,70,75,51,30,77,65,70,74,57,19,19,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,70+2,65+2,65+2,65+2,70+2,54+2,53+2,53+2,53+2,54+2,50+2,48+2,48+2,48+2,50+2
1686,F. Jara,30,180,77,Argentina,75,Right,3,3,Medium/Medium,ST,77.0,75.0,67.0,75.0,30.0,67.0,,67,76,72,72,72,75,70,50,65,76,76,78,77,68,63,76,69,71,68,73,60,28,75,65,72,70,19,29,29,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,66+2,66+2,66+2,72+2,54+2,52+2,52+2,52+2,54+2,51+2,46+2,46+2,46+2,51+2
1688,K. Onisiwo,27,188,85,Austria,75,Right,3,3,High/Medium,RS,78.0,70.0,67.0,75.0,53.0,76.0,,71,74,66,69,69,78,69,56,63,75,76,79,67,74,64,75,55,74,79,60,75,49,75,66,44,71,58,48,45,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,73+2,68+2,68+2,68+2,73+2,64+2,62+2,62+2,62+2,64+2,62+2,60+2,60+2,60+2,62+2
1692,M. Braithwaite,28,177,73,Denmark,75,Right,4,4,Medium/High,RS,75.0,74.0,69.0,76.0,35.0,75.0,"Selfish, Early Crosser, Finesse Shot",68,75,66,71,74,76,71,75,65,77,74,75,80,72,72,77,82,76,76,70,69,31,75,68,73,76,35,30,26,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,56+2,55+2,55+2,55+2,56+2,53+2,49+2,49+2,49+2,53+2
1695,Sandro,23,175,71,Spain,75,Right,4,3,High/Medium,LS,68.0,76.0,65.0,79.0,30.0,64.0,Argues with Officials,65,73,62,68,74,79,81,77,59,81,72,65,78,73,76,84,68,60,66,76,62,33,77,56,69,65,25,25,24,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,70+2,64+2,64+2,64+2,70+2,53+2,51+2,51+2,51+2,53+2,49+2,45+2,45+2,45+2,49+2
1754,A. Donnarumma,28,181,75,Italy,75,Right,3,3,High/Low,LS,84.0,76.0,59.0,74.0,36.0,62.0,Beat Offside Trap,54,78,75,65,71,75,70,62,55,72,81,86,77,70,66,75,58,77,63,71,40,29,76,55,78,71,28,36,37,74+2,74+2,74+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,55+2,50+2,50+2,50+2,55+2,54+2,47+2,47+2,47+2,54+2
1755,F. Caputo,31,181,74,Italy,75,Right,4,3,High/Low,ST,84.0,76.0,58.0,73.0,29.0,67.0,Beat Offside Trap,50,79,72,65,74,72,58,54,58,70,83,85,83,70,74,75,84,69,71,70,50,14,76,55,77,64,40,20,11,74+2,74+2,74+2,70+2,72+2,72+2,72+2,70+2,69+2,69+2,69+2,68+2,60+2,60+2,60+2,68+2,49+2,46+2,46+2,46+2,49+2,46+2,43+2,43+2,43+2,46+2
1756,E. Ávila,25,172,81,Argentina,75,Left,4,3,High/High,ST,78.0,76.0,63.0,74.0,43.0,75.0,Argues with Officials,56,76,67,68,78,73,58,57,62,74,76,79,74,72,88,79,61,66,78,75,80,38,70,66,72,69,42,40,41,73+2,73+2,73+2,71+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,69+2,66+2,66+2,66+2,69+2,57+2,57+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2
1757,A. Morelos,23,177,79,Colombia,75,Right,4,3,High/Medium,ST,80.0,70.0,62.0,72.0,41.0,81.0,,56,74,73,67,48,74,65,26,64,72,81,80,61,67,81,75,78,74,85,63,81,29,80,64,60,70,47,38,19,73+2,73+2,73+2,70+2,72+2,72+2,72+2,70+2,70+2,70+2,70+2,70+2,65+2,65+2,65+2,70+2,54+2,55+2,55+2,55+2,54+2,52+2,53+2,53+2,53+2,52+2
1759,Nicholas Aldair,27,187,81,Brazil,75,Right,3,3,Medium/Medium,RS,69.0,75.0,68.0,71.0,38.0,76.0,"Injury Free, Outside Foot Shot",66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46,73+2,73+2,73+2,71+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,59+2,57+2,57+2,57+2,59+2,57+2,52+2,52+2,52+2,57+2
1796,D. Bessa,26,178,75,Italy,75,Right,4,4,Medium/Low,LF,63.0,69.0,74.0,78.0,55.0,50.0,"Selfish, Crowd Favourite",69,64,50,75,64,77,70,69,76,78,72,55,82,72,81,76,52,59,47,76,45,52,72,78,59,73,55,57,55,67+2,67+2,67+2,72+2,72+2,72+2,72+2,72+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,72+2,63+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2
1807,A. Prijovi?,29,191,88,Serbia,75,Right,3,3,High/Low,ST,70.0,73.0,55.0,69.0,35.0,79.0,Long Passer (CPU AI Only),45,76,77,64,62,70,52,43,55,75,72,68,55,74,48,73,74,75,86,68,69,31,78,55,66,76,28,33,29,74+2,74+2,74+2,68+2,71+2,71+2,71+2,68+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,52+2,53+2,53+2,53+2,52+2,50+2,51+2,51+2,51+2,50+2
1809,L. Tawamba,29,189,95,Cameroon,75,Right,3,3,Medium/Low,ST,75.0,74.0,49.0,69.0,24.0,77.0,Long Passer (CPU AI Only),31,80,75,62,65,68,41,35,38,75,68,80,63,70,60,71,83,74,87,67,55,16,75,59,76,77,26,15,14,74+2,74+2,74+2,67+2,71+2,71+2,71+2,67+2,67+2,67+2,67+2,64+2,58+2,58+2,58+2,64+2,45+2,44+2,44+2,44+2,45+2,43+2,43+2,43+2,43+2,43+2
