,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
1244,A. Pyatov,35,190,84,Ukraine,77,Right,3,1,Medium/Medium,GK,,,,,,,"Giant Throw-in, Swerve Pass",13,9,10,29,12,11,14,16,24,12,44,44,56,74,32,62,73,37,78,12,35,23,14,63,15,52,12,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Iván Cuéllar,35,187,76,Spain,77,Left,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,35,15,13,23,17,14,25,20,28,13,59,43,57,75,46,59,65,44,65,12,28,18,12,44,25,56,20,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,R. Gurtner,32,182,82,France,77,Right,2,1,Medium/Medium,GK,,,,,,,Second Wind,10,9,10,29,10,10,9,10,30,28,41,49,32,74,32,56,72,38,68,8,35,13,6,27,24,61,10,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,C. Vargas,30,185,80,Colombia,77,Left,3,1,Medium/Medium,GK,,,,,,,,16,16,27,23,13,16,25,23,24,19,42,48,55,74,45,52,75,35,67,13,22,23,12,50,46,32,23,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,P. Gollini,24,194,90,Italy,76,Right,3,1,Medium/Medium,GK,,,,,,,,17,14,19,31,20,18,13,15,25,24,46,48,56,72,52,50,52,40,68,17,19,18,12,30,21,63,20,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Z. Steffen,24,191,86,United States,76,Right,4,1,Medium/Medium,GK,,,,,,,Flair Passes,14,9,13,51,8,15,13,11,52,31,54,52,58,69,49,56,71,39,69,12,31,19,9,57,37,56,13,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Rubén Blanco,23,188,70,Spain,76,Right,3,1,Medium/Medium,GK,,,,,,,,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,55,62,44,35,15,22,22,11,37,22,57,25,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,A. Gunn,23,196,77,England,76,Right,3,1,Medium/Medium,GK,,,,,,,,14,15,14,32,19,20,20,15,41,27,48,49,40,69,42,53,64,31,66,17,28,22,14,51,25,57,20,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Matheus,26,190,84,Brazil,76,Right,3,1,Medium/Medium,GK,,,,,,,"Flair, Swerve Pass",15,12,14,27,13,12,21,12,36,22,44,47,45,67,48,53,63,32,71,15,19,26,12,52,13,46,16,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Aitor,28,182,78,Spain,76,Right,2,1,Medium/Medium,GK,,,,,,,,30,12,20,28,15,22,34,14,26,14,58,53,70,74,48,50,82,42,48,12,15,24,15,45,24,50,14,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,A. Aguerre,28,181,80,Argentina,76,Right,2,1,Medium/Medium,GK,,,,,,,,14,20,17,27,16,17,18,18,23,19,49,43,45,75,57,47,71,34,62,14,23,19,11,56,22,50,15,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,G. Herrera,27,188,84,Argentina,76,Left,2,1,Medium/Medium,GK,,,,,,,,17,17,20,29,18,20,12,21,18,20,53,45,39,73,54,53,65,42,63,12,27,28,12,53,28,57,24,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,A. Blake,28,193,79,Jamaica,76,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,51,70,41,68,11,27,15,12,11,19,55,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,L. Skorupski,28,187,84,Poland,76,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,18,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,A. Hansen,29,189,87,Norway,76,Right,2,1,Medium/Medium,GK,,,,,,,Flair,13,12,13,39,12,21,10,19,41,24,37,35,58,69,43,53,58,36,77,13,32,23,16,66,17,64,27,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,H. Tekin,30,187,78,Turkey,76,Right,1,1,Medium/Medium,GK,,,,,,,,14,10,11,23,11,14,12,11,17,23,40,37,39,72,38,54,70,22,51,12,26,16,11,42,18,63,13,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,S. K?r?nt?l?,34,185,78,Turkey,76,Right,2,1,Medium/Medium,GK,,,,,,,"Acrobatic Clearance, Flair Passes",12,13,16,24,12,13,11,14,23,13,41,56,61,75,51,51,78,30,59,12,32,24,16,36,10,65,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,S. Bolat,30,186,83,Turkey,76,Right,3,1,Medium/Medium,GK,,,,,,,"Swerve Pass, Acrobatic Clearance",15,12,29,33,13,17,19,11,41,21,48,38,52,69,43,58,65,26,72,11,35,11,17,53,28,65,13,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,J. Orozco,33,184,81,Mexico,76,Right,3,1,Medium/Medium,GK,,,,,,,"Flair, Second Wind",12,14,12,52,14,27,14,14,61,35,59,60,69,73,63,62,84,45,68,12,40,12,13,70,24,70,21,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,K. Vermeer,33,181,78,Netherlands,76,Right,4,1,Medium/Medium,GK,,,,,,,"Giant Throw-in, Swerve Pass",13,13,16,53,11,25,16,13,33,39,60,55,64,71,57,50,80,35,57,13,35,25,19,66,30,64,14,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Beto,37,182,81,Portugal,76,Right,3,1,Medium/Medium,GK,,,,,,,Giant Throw-in,17,12,22,36,17,14,23,10,32,18,47,34,69,74,35,59,67,40,52,12,29,12,12,47,23,68,17,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,E. Berisha,30,194,92,Albania,76,Left,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,11,13,12,19,11,12,13,12,26,17,28,28,33,73,30,50,57,39,64,15,30,22,12,42,22,59,20,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,S. Padt,29,197,85,Netherlands,76,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Acrobatic Clearance",18,16,20,32,13,19,18,19,52,33,41,35,31,74,44,51,63,30,69,19,26,13,10,39,25,57,11,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Fred Aníbão,27,192,90,Brazil,76,Right,2,1,Medium/Medium,GK,,,,,,,Flair,9,7,8,15,11,8,12,13,18,21,31,33,42,77,23,57,69,23,84,8,41,27,21,71,19,66,14,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Nelsildo Reis,31,190,88,Brazil,76,Right,3,1,Medium/Medium,GK,,,,,,,Giant Throw-in,33,22,18,17,21,17,21,20,18,23,55,50,71,68,47,58,69,42,78,18,40,28,11,64,17,63,10,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,D. Boyko,31,194,82,Ukraine,76,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,11,18,18,29,7,16,11,14,41,22,49,48,58,79,28,51,75,33,79,17,38,12,9,42,15,64,19,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,I. Radu,22,188,78,Romania,75,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,13,18,16,24,16,15,16,15,26,17,42,38,43,65,40,54,59,32,58,17,22,14,9,37,15,56,12,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,A. Nübel,22,193,86,Germany,75,Right,5,1,Medium/Medium,GK,,,,,,,"Flair, Swerve Pass",15,18,13,29,13,18,20,20,18,20,49,46,34,64,58,58,61,39,70,18,23,20,10,22,16,32,23,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,D. Henderson,22,190,85,England,75,Right,2,1,Medium/Medium,GK,,,,,,,"Flair, Second Wind, Flair Passes",14,9,13,32,5,13,13,10,40,32,51,48,53,74,56,54,63,34,60,6,21,11,8,33,16,56,17,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,F. Müller,21,190,85,Germany,75,Left,3,1,Medium/Medium,GK,,,,,,,,12,11,11,32,10,18,13,12,28,24,43,43,42,74,41,53,58,34,67,12,25,19,11,42,19,38,20,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,S. Johnstone,26,193,85,England,75,Right,3,1,Medium/Medium,GK,,,,,,,Diver,17,11,17,27,15,16,16,17,35,18,45,38,55,66,27,53,63,42,68,16,24,17,11,48,42,32,22,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Miguel Silva,24,190,78,Portugal,75,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,12,5,14,26,9,8,11,13,20,11,48,50,30,73,33,44,72,27,58,6,20,7,8,40,13,37,16,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Gabriel,26,193,90,Brazil,75,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,51,72,34,60,19,28,25,10,45,22,65,16,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,A. Martín Arias,26,185,79,Argentina,75,Right,3,1,Medium/Medium,GK,,,,,,,Giant Throw-in,20,19,14,29,12,18,17,14,22,22,62,42,35,71,57,57,66,35,65,15,25,27,19,28,23,35,20,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Yan Junling,28,191,83,China PR,75,Right,1,1,Medium/Medium,GK,,,,,,,"Diver, Giant Throw-in, Acrobatic Clearance",16,14,19,30,16,17,20,14,30,24,53,43,33,70,45,53,75,43,72,13,18,25,15,65,21,63,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,V. Barkas,25,195,91,Greece,75,Left,2,1,Medium/Medium,GK,,,,,,,,14,10,14,31,8,12,14,15,29,20,35,34,45,71,29,56,62,39,70,9,36,13,12,58,20,60,17,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,N. Etheridge,29,191,89,Philippines,75,Right,3,1,Medium/Medium,GK,,,,,,,"Flair, Swerve Pass, Acrobatic Clearance",11,13,11,31,11,21,18,18,21,32,51,53,54,76,58,46,47,34,76,11,16,24,18,48,43,62,12,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,C. Mathenia,27,189,90,Germany,75,Right,1,1,Medium/Medium,GK,,,,,,,Second Wind,15,12,14,31,16,15,15,15,25,23,47,44,35,69,39,48,55,45,69,15,30,19,15,35,23,54,15,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,M. Günok,30,196,92,Turkey,75,Right,2,1,Medium/Medium,GK,,,,,,,Swerve Pass,15,15,14,27,16,15,16,16,28,25,55,57,53,68,50,59,70,39,71,15,35,25,15,51,16,56,22,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,A. McGregor,37,183,74,Scotland,75,Right,3,1,Medium/Medium,GK,,,,,,,Avoids Using Weaker Foot,11,20,13,36,15,20,20,14,39,29,33,41,65,70,51,50,73,30,71,14,45,20,13,60,23,68,15,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,A. Boruc,39,193,87,Poland,75,Right,3,1,Medium/Medium,GK,,,,,,,Flair,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,49,73,31,69,15,38,25,17,40,21,63,15,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,J. Hansen,34,188,78,Denmark,75,Right,3,1,Medium/Medium,GK,,,,,,,,18,13,13,52,11,12,16,12,55,44,41,42,48,73,64,56,71,44,68,13,31,27,12,70,20,58,28,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,M. Barovero,35,182,74,Argentina,75,Right,3,1,Medium/Medium,GK,,,,,,,,14,13,13,36,18,19,19,19,23,12,35,35,32,75,59,48,77,34,43,19,34,16,17,51,20,60,19,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,J. Corona,38,184,84,Mexico,75,Right,3,1,Medium/Medium,GK,,,,,,,Flair Passes,17,12,13,33,12,13,14,10,33,20,41,38,61,70,60,51,79,25,52,12,11,23,15,40,21,63,25,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Cássio,38,185,83,Brazil,75,Right,2,1,Medium/Medium,GK,,,,,,,,11,11,12,25,14,12,12,13,22,22,34,40,45,73,45,51,70,30,64,11,40,22,13,60,24,59,18,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,D. Randolph,32,188,78,Republic of Ireland,75,Right,3,1,Medium/Medium,GK,,,,,,,Diver,11,14,16,33,16,14,15,14,34,33,41,44,50,73,43,50,61,34,57,14,29,18,11,35,30,36,15,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,Kiko Casilla,32,190,86,Spain,75,Right,2,1,Medium/Medium,GK,,,,,,,"Swerve Pass, Acrobatic Clearance",24,14,13,34,12,19,25,25,28,30,42,49,43,72,58,54,69,40,77,13,45,20,12,62,23,61,26,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,S. Grytebust,29,185,82,Norway,75,Right,2,1,Medium/Medium,GK,,,,,,,,11,12,13,26,13,14,12,12,29,35,43,40,49,69,43,50,59,23,58,12,35,16,10,65,23,68,20,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,R. Cota,31,183,86,Mexico,75,Right,2,1,Medium/Medium,GK,,,,,,,,12,12,14,26,13,15,15,12,31,25,59,56,52,70,60,50,69,36,80,16,29,14,11,55,25,65,25,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,C. Álvarez,33,186,83,Argentina,75,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,14,11,12,20,15,13,12,14,31,22,45,50,66,65,53,53,60,38,65,15,25,24,17,31,14,58,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,L. Sepe,28,185,75,Italy,75,Left,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,12,14,13,32,18,14,13,12,31,22,49,46,46,71,34,46,57,27,68,19,12,20,10,43,17,63,28,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,R. Gikiewicz,31,190,81,Poland,75,Right,2,1,Medium/Medium,GK,,,,,,,,18,13,39,24,15,18,19,12,20,19,27,29,38,67,40,56,66,20,68,13,22,12,12,48,19,31,13,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,Simão Donatinho,35,188,82,Brazil,75,Left,2,1,Medium/Medium,GK,,,,,,,,12,10,12,20,11,12,20,10,20,25,41,46,58,75,48,58,69,32,60,14,42,15,8,58,29,59,23,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,Kaíquão Castro,35,190,88,Brazil,75,Right,2,1,Medium/Medium,GK,,,,,,,Flair,9,8,10,20,9,9,8,7,16,21,34,38,31,72,41,46,67,41,81,7,36,22,11,71,19,67,23,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,F. Ni??,31,184,76,Romania,75,Right,2,1,Medium/Medium,GK,,,,,,,,14,8,13,23,5,18,10,13,22,11,25,31,28,64,64,52,61,36,79,5,20,8,4,39,11,62,14,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,A. Rossi,23,193,95,Argentina,74,Right,2,1,Medium/Medium,GK,,,,,,,Flair,17,13,19,31,15,21,17,21,26,23,39,43,33,75,37,51,63,33,75,21,21,25,17,45,23,51,23,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,T. Kaminski,26,190,80,Belgium,74,Right,3,1,Medium/Medium,GK,,,,,,,,18,14,10,35,17,11,11,17,38,16,47,45,59,69,42,50,65,31,62,15,29,17,18,51,24,47,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,J. Rodríguez,26,186,85,Mexico,74,Right,3,1,Medium/Medium,GK,,,,,,,"Second Wind, Flair Passes",15,11,11,49,11,10,12,11,35,23,58,56,57,70,58,50,74,37,78,10,31,15,10,44,21,50,16,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,B. Hamid,28,191,102,United States,74,Right,3,1,Medium/Medium,GK,,,,,,,"Power Free-Kick, Acrobatic Clearance",15,12,11,35,14,11,15,12,26,22,42,41,34,66,46,53,68,25,75,20,31,19,15,43,23,32,19,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,S. Dioudis,26,189,75,Greece,74,Right,2,1,Medium/Medium,GK,,,,,,,,13,13,15,26,18,13,19,19,23,24,40,45,63,66,59,50,72,33,65,20,18,21,13,34,28,63,17,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,D. Heuer Fernandes,26,188,81,Portugal,74,Right,4,1,Medium/Medium,GK,,,,,,,,7,11,10,31,7,22,13,12,26,31,42,44,39,68,33,57,70,43,69,9,25,16,7,40,19,28,12,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,R. Rey,28,190,73,Argentina,74,Right,3,1,Medium/Medium,GK,,,,,,,,18,18,12,29,15,20,17,17,13,23,55,43,43,63,53,52,67,31,59,13,33,22,14,53,23,62,18,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,C. Stankovi?,26,186,80,Austria,74,Right,4,1,Medium/Medium,GK,,,,,,,Flair Passes,16,8,19,24,11,14,12,19,21,23,40,47,65,67,55,48,73,30,64,14,25,22,10,37,20,23,20,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,Charles,25,186,84,Brazil,74,Right,2,1,Medium/Medium,GK,,,,,,,,12,13,20,22,19,20,19,13,18,24,28,32,48,71,34,47,62,30,52,18,25,20,10,48,18,37,14,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,Cho Hyun Woo,27,189,75,Korea Republic,74,Right,3,1,Medium/Medium,GK,,,,,,,,11,18,16,28,18,12,19,15,23,18,51,50,21,70,50,44,56,29,33,14,19,17,12,65,19,63,29,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,Diego Mariño,29,187,76,Spain,74,Right,3,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",22,16,20,36,18,14,14,11,34,19,49,53,69,71,52,52,77,35,67,14,30,26,11,53,23,59,18,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,Munir,30,190,89,Morocco,74,Right,3,1,Medium/Medium,GK,,,,,,,,21,19,23,30,13,19,25,16,33,31,45,45,43,70,44,51,65,43,77,11,24,22,15,42,25,50,15,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,L. Butelle,36,188,84,France,74,Left,3,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",11,11,13,30,12,11,10,15,23,23,31,33,36,65,28,49,63,28,69,12,35,18,15,44,22,59,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Dani Giménez,35,182,77,Spain,74,Right,2,1,Medium/Medium,GK,,,,,,,Flair,11,14,11,27,12,14,13,15,35,12,34,32,40,72,41,52,54,30,52,11,33,17,11,50,25,51,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,A. Talavera,36,188,82,Mexico,74,Right,4,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",15,13,14,35,13,10,15,14,35,21,58,58,57,69,47,53,80,36,75,13,38,24,14,50,44,60,26,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,K. Westwood,34,187,86,Republic of Ireland,74,Left,4,1,Medium/Medium,GK,,,,,,,Swerve Pass,20,11,20,28,14,20,11,12,23,22,50,45,58,65,48,53,62,25,81,20,38,22,15,41,31,66,20,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,M. Andújar,35,194,86,Argentina,74,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair, Giant Throw-in, Second Wind",14,11,10,23,11,16,13,16,23,20,45,45,40,69,40,47,70,38,70,10,39,20,13,45,23,60,21,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,L. Robles,35,185,90,United States,74,Right,3,1,Medium/Medium,GK,,,,,,,"Diver, Avoids Using Weaker Foot, Flair, Giant Throw-in, Acrobatic Clearance",14,9,17,38,9,14,10,11,38,25,41,41,46,69,47,53,60,45,66,12,37,17,16,52,19,53,13,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,E. Room,30,188,81,Curacao,74,Right,3,1,Medium/Medium,GK,,,,,,,Diver,20,16,11,22,18,12,13,12,35,27,46,44,47,72,46,51,70,34,65,12,22,14,9,58,37,55,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,M. Silvestri,28,191,80,Italy,74,Right,2,1,Medium/Medium,GK,,,,,,,,12,20,12,22,20,18,16,11,20,20,58,61,65,62,34,51,74,34,60,16,31,11,14,49,16,60,8,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,Rafael,29,186,83,Brazil,74,Right,2,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",18,10,13,33,18,17,12,11,31,24,52,56,52,68,42,53,62,32,68,18,29,29,10,43,23,62,13,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,Marafona,32,190,86,Portugal,74,Right,2,1,Medium/Medium,GK,,,,,,,"Acrobatic Clearance, Flair Passes",13,18,13,32,19,22,19,17,38,13,36,37,49,66,35,50,53,29,60,16,41,21,13,56,23,41,15,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,N. Vikonis,35,184,86,Uruguay,74,Left,3,1,Medium/Medium,GK,,,,,,,Second Wind,15,17,15,26,17,17,15,14,24,21,40,43,38,68,42,52,60,34,60,11,24,23,15,41,22,60,15,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,Victorino Magela,31,188,85,Brazil,74,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,55,61,31,81,8,41,25,21,72,16,62,11,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,W. Faríñez,21,181,81,Venezuela,73,Right,3,1,Medium/Medium,GK,,,,,,,,18,19,17,25,15,14,22,18,29,25,49,54,69,65,65,52,75,39,51,20,23,17,15,66,23,45,25,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,B. Dr?gowski,21,188,74,Poland,73,Right,2,1,Medium/Medium,GK,,,,,,,,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,53,57,34,56,18,19,21,15,62,21,65,20,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,P. Rajkovic,23,192,89,Serbia,73,Right,2,1,Medium/Medium,GK,,,,,,,,13,9,13,26,8,8,14,10,25,18,30,18,32,68,29,53,35,26,66,10,24,10,4,42,20,32,11,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,E. Unsain,24,188,83,Argentina,73,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Swerve Pass",21,18,20,35,18,23,20,17,27,30,56,52,54,69,62,58,65,42,68,18,24,25,18,47,27,49,15,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,G. Larsonneur,22,181,70,France,73,Right,2,1,Medium/Medium,GK,,,,,,,,18,19,14,29,20,20,11,11,26,22,50,50,60,62,65,50,70,35,59,12,22,17,17,25,21,51,12,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,D. von Ballmoos,24,192,90,Switzerland,73,Right,3,1,Medium/Medium,GK,,,,,,,Flair,16,16,13,35,20,22,19,13,27,23,55,49,52,66,53,53,68,37,73,15,25,26,19,40,28,61,9,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,O. Kolá?,24,193,81,Czech Republic,73,Right,3,1,Medium/Medium,GK,,,,,,,"Selfish, Swerve Pass",13,7,11,38,6,25,13,14,29,31,54,51,44,69,24,59,44,25,60,8,17,11,5,49,15,59,17,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,J. Omlin,25,189,80,Switzerland,73,Right,3,1,Medium/Medium,GK,,,,,,,,24,17,24,45,15,27,21,16,35,31,49,51,32,68,51,52,70,35,72,21,19,25,17,36,27,57,20,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,U. Çak?r,23,191,82,Turkey,73,Right,3,1,Medium/Medium,GK,,,,,,,Flair,15,13,14,32,20,14,18,20,27,24,50,55,49,71,58,53,75,40,67,19,27,25,14,40,23,44,17,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,M. Pigliacelli,26,184,83,Italy,73,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,18,19,11,35,9,21,14,19,52,32,49,47,35,67,37,64,64,35,51,14,23,23,10,57,43,53,25,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,P. Nardi,25,188,82,France,73,Right,3,1,Medium/Medium,GK,,,,,,,Diver,10,10,17,35,10,10,12,10,25,25,54,43,35,69,52,51,61,20,54,10,24,20,10,55,16,35,15,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,J. Rinne,26,187,81,Sweden,73,Left,2,1,Medium/Medium,GK,,,,,,,Flair,15,15,16,22,14,16,17,15,24,20,46,47,47,69,33,55,57,28,63,15,27,15,14,68,26,66,23,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,H. Van Crombrugge,26,188,88,Belgium,73,Left,2,1,Medium/Medium,GK,,,,,,,,12,11,11,39,16,12,16,13,38,22,37,37,45,65,43,54,67,32,67,13,34,14,11,39,26,50,16,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,G. Akkan,24,186,80,Turkey,73,Right,2,1,Medium/Medium,GK,,,,,,,,15,15,13,29,12,15,12,18,26,5,48,48,49,70,59,51,58,35,69,14,20,25,13,34,21,54,12,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,Edgar Badía,27,180,79,Spain,73,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,14,12,20,30,16,14,19,13,32,18,34,32,40,65,38,50,52,27,53,12,42,22,9,30,30,53,26,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,R. Strebinger,26,194,90,Austria,73,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,15,14,16,26,12,12,17,13,21,20,37,38,39,74,33,47,66,30,78,14,20,15,13,12,23,28,14,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,A. Brignoli,27,187,74,Italy,73,Left,3,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",17,20,30,36,19,12,17,19,42,23,31,33,22,66,32,56,58,34,42,11,12,11,11,38,22,53,20,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,Tomeu Nadal,30,187,82,Spain,73,Right,3,1,Medium/Medium,GK,,,,,,,Flair,14,14,18,27,14,13,19,16,25,23,40,38,35,71,36,51,67,34,66,17,25,23,8,40,23,52,29,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
