,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
1319,S. Sessègnon,35,172,72,Benin,76,Right,3,4,Medium/Medium,CAM,74.0,71.0,75.0,79.0,60.0,72.0,"Avoids Using Weaker Foot, Selfish, Finesse Shot, Crowd Favourite",76,70,70,74,69,80,76,69,72,75,72,76,84,74,92,75,71,76,71,68,72,72,70,77,76,75,39,68,66,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,70+2,69+2,69+2,69+2,70+2,69+2,66+2,66+2,66+2,69+2
1328,L. Blas,21,180,73,France,76,Left,2,4,High/Medium,CAM,78.0,69.0,75.0,79.0,62.0,64.0,Early Crosser,77,67,58,79,70,79,69,52,74,80,86,72,79,73,74,72,64,72,60,73,64,67,70,76,65,68,49,72,68,71+2,71+2,71+2,76+2,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,75+2,75+2,75+2,76+2,72+2,70+2,70+2,70+2,72+2,70+2,65+2,65+2,65+2,70+2
1333,Diego Castro,36,174,71,Spain,76,Right,4,4,High/Low,CAM,63.0,72.0,72.0,80.0,44.0,58.0,"Beat Offside Trap, Finesse Shot, Crowd Favourite",78,71,55,69,68,82,81,72,65,80,65,61,71,80,83,73,74,49,59,72,65,45,76,76,85,81,44,42,40,71+2,71+2,71+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,59+2,58+2,58+2,58+2,59+2,56+2,53+2,53+2,53+2,56+2
1347,R. Orsolini,22,183,73,Italy,76,Left,4,4,High/Medium,RAM,78.0,69.0,73.0,80.0,39.0,60.0,"Selfish, Argues with Officials, Crowd Favourite",77,64,52,76,72,81,80,68,64,82,79,78,79,72,70,79,60,69,62,74,44,40,67,71,56,74,52,26,24,70+2,70+2,70+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,60+2,56+2,56+2,56+2,60+2,55+2,47+2,47+2,47+2,55+2
1383,F. Higuaín,34,173,75,Argentina,76,Right,4,3,Medium/Medium,CAM,56.0,71.0,78.0,74.0,49.0,61.0,"Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Outside Foot Shot",75,68,62,78,71,72,81,78,75,77,63,51,69,79,72,75,64,56,62,75,65,43,76,81,68,77,52,47,40,70+2,70+2,70+2,72+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,72+2,60+2,62+2,62+2,62+2,60+2,57+2,55+2,55+2,55+2,57+2
1384,Mossoró,35,170,67,Brazil,76,Right,4,4,High/Medium,CAM,70.0,72.0,75.0,78.0,45.0,60.0,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot, Crowd Favourite",71,68,60,77,72,77,77,69,72,78,76,65,76,72,90,75,74,60,47,77,87,42,72,77,66,76,44,42,47,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,73+2,60+2,60+2,60+2,60+2,60+2,58+2,54+2,54+2,54+2,58+2
1391,A. Rusnák,24,175,73,Slovakia,76,Right,4,3,High/Medium,CAM,72.0,75.0,75.0,75.0,45.0,60.0,"Long Throw-in, Selfish, Argues with Officials",75,72,39,76,75,73,73,72,73,77,73,71,84,72,75,79,55,73,55,77,59,38,74,75,69,74,51,49,38,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,62+2,60+2,60+2,60+2,62+2,58+2,51+2,51+2,51+2,58+2
1392,A. Diamanti,36,180,75,Italy,76,Left,2,4,High/Medium,CAM,64.0,70.0,78.0,79.0,33.0,60.0,"Beat Offside Trap, Argues with Officials, Finesse Shot",77,60,54,79,74,80,77,82,74,82,65,64,74,64,69,81,49,63,60,78,60,30,76,77,77,74,32,32,28,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,73+2,56+2,55+2,55+2,55+2,56+2,51+2,45+2,45+2,45+2,51+2
1402,W. McKennie,20,185,84,United States,76,Right,3,3,Medium/Medium,CAM,68.0,64.0,69.0,74.0,76.0,83.0,Long Shot Taker (CPU AI Only),57,59,82,76,49,74,56,55,69,76,67,69,67,78,69,73,92,83,83,68,82,74,75,75,58,68,75,76,73,71+2,71+2,71+2,70+2,72+2,72+2,72+2,70+2,72+2,72+2,72+2,71+2,74+2,74+2,74+2,71+2,73+2,75+2,75+2,75+2,73+2,73+2,77+2,77+2,77+2,73+2
1429,D. Garmash,29,186,75,Ukraine,76,Right,3,3,High/High,CAM,63.0,72.0,74.0,70.0,71.0,77.0,Argues with Officials,68,72,56,80,35,69,41,43,76,72,62,63,67,75,77,80,59,78,73,81,92,78,58,82,51,75,69,73,69,68+2,68+2,68+2,70+2,71+2,71+2,71+2,70+2,73+2,73+2,73+2,71+2,75+2,75+2,75+2,71+2,72+2,76+2,76+2,76+2,72+2,71+2,72+2,72+2,72+2,71+2
1616,N. Sansone,27,173,63,Italy,75,Right,3,3,Medium/Medium,LAM,78.0,76.0,72.0,79.0,44.0,59.0,"Injury Free, Early Crosser",70,77,63,75,73,79,76,69,65,78,79,78,84,74,84,78,65,61,56,75,62,38,76,76,74,75,46,44,33,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,74+2,70+2,70+2,70+2,74+2,60+2,58+2,58+2,58+2,60+2,57+2,52+2,52+2,52+2,57+2
1699,G. Til,21,183,74,Netherlands,75,Right,3,3,High/High,CAM,71.0,71.0,71.0,71.0,61.0,73.0,Avoids Using Weaker Foot,57,73,66,78,61,68,58,63,73,75,68,74,69,77,73,70,52,90,69,70,67,66,75,75,66,73,56,62,60,72+2,72+2,72+2,71+2,73+2,73+2,73+2,71+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,69+2,70+2,70+2,70+2,69+2,68+2,64+2,64+2,64+2,68+2
1706,R. Christie,24,178,71,Scotland,75,Left,4,3,High/High,CAM,77.0,70.0,70.0,76.0,63.0,77.0,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot",65,68,54,75,52,75,71,52,67,74,74,79,83,72,80,80,69,88,72,74,76,64,73,74,51,77,63,63,65,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,73+2,70+2,70+2,70+2,70+2,70+2,69+2,66+2,66+2,66+2,69+2
1714,M. Fabián,29,171,65,Mexico,75,Right,4,4,High/Medium,CAM,63.0,75.0,75.0,78.0,34.0,63.0,"Selfish, Argues with Officials, Finesse Shot",74,71,61,77,77,77,78,78,70,77,65,62,82,70,86,81,67,60,63,80,64,34,70,74,73,76,20,38,34,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,72+2,69+2,69+2,69+2,72+2,56+2,55+2,55+2,55+2,56+2,52+2,47+2,47+2,47+2,52+2
1716,Ailton Guevara,27,177,71,Brazil,75,Right,3,4,High/Medium,CAM,70.0,73.0,73.0,75.0,26.0,63.0,"Selfish, Crowd Favourite",75,75,68,72,63,74,81,75,62,75,70,70,78,72,75,70,73,73,57,75,65,22,76,76,68,75,13,27,23,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,53+2,50+2,50+2,50+2,53+2,49+2,42+2,42+2,42+2,49+2
1721,Fábio Espinho,33,174,67,Portugal,75,Right,3,4,High/Medium,CAM,67.0,71.0,74.0,77.0,61.0,62.0,"Long Throw-in, Diver, Argues with Officials, Outside Foot Shot",70,66,59,77,62,77,69,71,75,75,68,66,82,76,83,81,58,68,56,73,71,59,74,73,72,74,61,61,62,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,67+2,68+2,68+2,68+2,67+2,66+2,62+2,62+2,62+2,66+2
1730,Adilson Edrada,27,176,72,Brazil,75,Right,3,3,Medium/Low,CAM,81.0,71.0,70.0,75.0,32.0,55.0,"Selfish, Crowd Favourite",63,73,56,76,68,75,61,66,58,73,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,71+2,66+2,66+2,66+2,71+2,55+2,52+2,52+2,52+2,55+2,53+2,45+2,45+2,45+2,53+2
1731,G. Fernández,27,178,75,Argentina,75,Right,3,3,High/High,CAM,72.0,70.0,74.0,76.0,65.0,70.0,"Selfish, Argues with Officials, Crowd Favourite",72,66,47,74,51,78,75,75,73,76,73,72,67,76,66,76,65,80,70,77,61,54,71,76,68,70,68,73,67,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,71+2,70+2,70+2,70+2,71+2,69+2,65+2,65+2,65+2,69+2
1732,F. Krovinovi?,23,177,70,Croatia,75,Right,4,4,Medium/Medium,CAM,67.0,69.0,73.0,77.0,60.0,62.0,"Leadership, Finesse Shot",65,64,54,77,64,77,76,60,75,80,65,69,75,70,75,78,54,62,60,71,68,70,73,76,62,81,61,57,50,69+2,69+2,69+2,72+2,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,66+2,68+2,68+2,68+2,66+2,64+2,62+2,62+2,62+2,64+2
1734,E. Giaccherini,34,167,60,Italy,75,Right,4,4,High/Medium,CAM,68.0,69.0,73.0,80.0,61.0,61.0,"Argues with Officials, Crowd Favourite",74,66,58,74,74,78,76,72,70,80,78,60,84,76,93,68,51,71,54,76,66,66,74,70,69,78,56,62,66,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,69+2,68+2,68+2,68+2,69+2,68+2,62+2,62+2,62+2,68+2
1737,L. Refaelov,33,175,68,Israel,75,Right,4,4,High/High,CAM,69.0,73.0,73.0,76.0,46.0,53.0,"Selfish, Argues with Officials, Crowd Favourite",71,70,43,75,73,77,81,77,67,77,71,67,75,69,73,75,64,60,54,75,41,41,77,75,78,80,42,52,50,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,72+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2
1771,L. Zuffi,29,180,70,Switzerland,75,Left,4,3,Medium/High,CAM,66.0,73.0,80.0,73.0,71.0,71.0,"Dives Into Tackles (CPU AI Only), Leadership, Argues with Officials, Giant Throw-in",81,72,61,80,65,71,79,77,79,75,66,66,73,67,77,75,71,78,71,77,63,72,68,82,61,69,73,72,70,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2,72+2,70+2,70+2,70+2,72+2
1787,Guilherme,28,174,70,Brazil,75,Left,3,4,High/Low,CAM,91.0,66.0,69.0,77.0,51.0,65.0,Crowd Favourite,68,63,50,74,64,76,59,59,65,74,90,92,90,72,84,71,83,75,57,68,67,61,66,69,57,75,38,56,55,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,69+2,69+2,69+2,73+2,67+2,63+2,63+2,63+2,67+2,65+2,58+2,58+2,58+2,65+2
1789,M. Ninkovi?,34,180,76,Serbia,75,Right,3,4,Medium/Low,LAM,68.0,69.0,73.0,76.0,47.0,67.0,"Selfish, Finesse Shot, Giant Throw-in, Crowd Favourite",69,68,52,76,66,76,69,64,69,78,66,70,82,68,67,69,66,71,68,73,59,58,69,78,70,71,29,54,50,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,74+2,74+2,74+2,72+2,71+2,71+2,71+2,72+2,63+2,62+2,62+2,62+2,63+2,60+2,55+2,55+2,55+2,60+2
1792,E. Çolak,28,169,67,Turkey,75,Left,3,4,Medium/Medium,CAM,67.0,69.0,76.0,78.0,43.0,49.0,"Selfish, Argues with Officials, Crowd Favourite",77,68,62,76,70,76,75,79,75,78,69,65,82,69,90,69,37,65,40,72,52,45,70,74,72,70,35,44,41,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,60+2,58+2,58+2,58+2,60+2,57+2,48+2,48+2,48+2,57+2
1793,F. Kainz,26,176,71,Austria,75,Right,5,4,Medium/Medium,LAM,80.0,70.0,70.0,80.0,37.0,57.0,Crowd Favourite,72,71,43,72,55,80,69,71,70,79,84,76,88,69,82,70,70,74,55,76,37,24,67,65,58,63,54,31,25,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,67+2,67+2,67+2,74+2,58+2,54+2,54+2,54+2,58+2,53+2,44+2,44+2,44+2,53+2
1800,Dani Rochelinhas,27,178,75,Brazil,75,Left,3,4,High/Low,CAM,76.0,63.0,72.0,76.0,34.0,59.0,"Finesse Shot, Crowd Favourite",66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,57+2,56+2,56+2,56+2,57+2,54+2,45+2,45+2,45+2,54+2
1801,D. Pelkas,25,177,73,Greece,75,Right,3,4,High/Medium,CAM,80.0,69.0,74.0,76.0,37.0,49.0,"Argues with Officials, Crowd Favourite",70,65,46,76,70,76,74,73,73,75,82,78,81,66,84,73,48,68,44,75,39,31,70,76,67,70,47,30,26,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,57+2,54+2,54+2,54+2,57+2,53+2,43+2,43+2,43+2,53+2
1802,Allan Bardinho,27,175,72,Brazil,75,Left,4,4,Medium/Medium,CAM,67.0,69.0,73.0,77.0,35.0,51.0,"Beat Offside Trap, Early Crosser",73,71,44,75,51,77,56,55,76,77,66,68,82,66,81,66,46,61,55,70,31,52,72,77,72,71,23,33,32,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,72+2,57+2,55+2,55+2,55+2,57+2,53+2,43+2,43+2,43+2,53+2
1803,Fede Vico,24,167,64,Spain,75,Left,3,4,Medium/Medium,CAM,75.0,66.0,74.0,77.0,49.0,52.0,"Injury Prone, Finesse Shot, Crowd Favourite",74,68,43,77,47,78,72,57,72,76,78,73,79,65,88,64,67,64,47,63,48,53,72,75,73,66,41,56,54,66+2,66+2,66+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,64+2,61+2,61+2,61+2,64+2,61+2,53+2,53+2,53+2,61+2
1855,Fabrio Farinha,27,177,72,Brazil,75,Left,3,4,High/Medium,LAM,75.0,62.0,75.0,76.0,43.0,57.0,,75,65,58,77,66,77,70,62,74,75,74,75,82,73,62,55,64,58,60,57,47,44,67,77,64,76,23,56,48,67+2,67+2,67+2,73+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,61+2,59+2,59+2,59+2,61+2,59+2,52+2,52+2,52+2,59+2
1856,M. Wolff Eikrem,28,184,69,Norway,75,Right,4,3,Medium/Low,CAM,65.0,69.0,77.0,74.0,47.0,51.0,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Selfish, Leadership, Finesse Shot, Speed Dribbler (CPU AI Only)",77,69,44,79,75,72,80,72,76,74,64,66,85,75,68,68,29,66,47,71,46,44,71,77,61,78,43,48,61,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,74+2,74+2,74+2,72+2,71+2,71+2,71+2,72+2,63+2,61+2,61+2,61+2,63+2,61+2,51+2,51+2,51+2,61+2
1859,Kaku,24,171,68,Paraguay,75,Left,3,4,High/Medium,CAM,82.0,66.0,72.0,77.0,48.0,62.0,"Selfish, Finesse Shot, Crowd Favourite",65,65,39,74,51,78,71,66,73,74,85,80,89,64,82,69,56,78,58,68,52,42,69,75,61,71,63,44,40,66+2,66+2,66+2,73+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,69+2,69+2,69+2,73+2,62+2,60+2,60+2,60+2,62+2,59+2,52+2,52+2,52+2,59+2
1898,J. Valdivia,35,173,71,Chile,75,Right,4,4,Medium/Medium,CAM,59.0,65.0,76.0,76.0,40.0,62.0,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only)",71,62,60,80,55,76,71,67,70,78,61,57,72,73,75,70,50,66,63,68,57,46,62,83,76,75,38,39,21,66+2,66+2,66+2,71+2,70+2,70+2,70+2,71+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,71+2,57+2,59+2,59+2,59+2,57+2,53+2,49+2,49+2,49+2,53+2
2136,C. Ciano,29,176,73,Italy,74,Left,4,4,Medium/Medium,CAM,80.0,73.0,73.0,77.0,28.0,62.0,"Argues with Officials, Skilled Dribbling",72,74,65,73,67,76,75,79,70,77,85,75,82,71,78,70,56,70,62,75,51,25,75,73,75,74,24,23,20,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,54+2,51+2,51+2,51+2,54+2,50+2,42+2,42+2,42+2,50+2
2147,J. David,19,177,77,Canada,74,Right,5,3,Medium/Medium,CAM,81.0,73.0,64.0,74.0,25.0,60.0,Selfish,53,79,71,72,66,74,41,34,68,76,78,83,73,70,76,71,80,69,68,68,25,17,70,71,58,78,21,21,19,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,71+2,66+2,66+2,66+2,71+2,50+2,48+2,48+2,48+2,50+2,47+2,40+2,40+2,40+2,47+2
2156,Leo Caldeirinha,35,175,75,Brazil,74,Left,3,4,Medium/Medium,LAM,72.0,72.0,73.0,75.0,29.0,66.0,,75,72,77,73,61,75,79,76,64,75,76,69,71,70,81,72,74,72,64,77,61,22,72,76,65,76,25,24,22,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,54+2,51+2,51+2,51+2,54+2,50+2,44+2,44+2,44+2,50+2
2161,N. Zaniolo,19,190,79,Italy,74,Left,3,3,Medium/Medium,CAM,73.0,66.0,68.0,76.0,59.0,76.0,Selfish,58,70,60,75,42,76,63,51,68,77,74,72,68,75,77,68,46,76,78,64,80,57,77,70,49,67,63,60,50,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,72+2,66+2,68+2,68+2,68+2,66+2,64+2,64+2,64+2,64+2,64+2
2162,L. Robertone,22,173,70,Argentina,74,Right,4,3,High/Medium,CAM,79.0,72.0,73.0,78.0,58.0,60.0,Beat Offside Trap,75,72,63,71,58,80,81,77,73,76,87,73,83,63,80,80,83,64,53,67,67,55,73,70,68,67,53,59,69,71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,69+2,69+2,69+2,73+2,67+2,64+2,64+2,64+2,67+2,66+2,61+2,61+2,61+2,66+2
2163,B. Dack,25,175,71,England,74,Right,4,3,High/Medium,CAM,76.0,70.0,71.0,76.0,52.0,74.0,"Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only)",67,72,62,72,61,77,75,71,69,73,80,73,79,68,79,70,72,70,74,67,80,55,77,73,63,77,46,56,45,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,63+2,63+2,63+2,63+2,63+2,61+2,60+2,60+2,60+2,61+2
2186,A. Browne,24,173,71,Republic of Ireland,74,Right,4,3,High/High,CAM,74.0,73.0,68.0,71.0,69.0,83.0,,67,74,73,74,72,70,44,45,68,71,75,73,74,74,76,70,90,91,77,75,84,71,75,72,72,70,68,69,67,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2
2218,Alvildo Sousa,35,183,79,Brazil,74,Right,3,4,High/Low,CAM,69.0,69.0,72.0,73.0,30.0,70.0,Crowd Favourite,73,62,61,75,72,74,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,16,31,32,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,56+2,54+2,54+2,54+2,56+2,53+2,46+2,46+2,46+2,53+2
2230,Jurado,33,173,72,Spain,74,Right,4,4,Medium/Low,CAM,64.0,72.0,75.0,75.0,32.0,55.0,"Beat Offside Trap, Selfish, Finesse Shot, Crowd Favourite",76,72,47,75,69,76,80,78,73,75,67,62,75,73,68,76,66,54,58,70,45,40,72,75,66,68,30,26,27,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,55+2,53+2,53+2,53+2,55+2,50+2,43+2,43+2,43+2,50+2
2244,Sebas Couteira,31,178,70,Brazil,74,Right,4,4,Medium/Medium,RAM,79.0,62.0,72.0,73.0,42.0,51.0,,76,70,54,76,67,74,67,76,59,76,81,77,64,74,70,52,67,48,52,52,46,38,74,73,57,71,32,52,41,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,59+2,55+2,55+2,55+2,59+2,57+2,50+2,50+2,50+2,57+2
2286,J. Hušbauer,29,182,76,Czech Republic,74,Right,4,3,High/Medium,CAM,63.0,72.0,76.0,73.0,58.0,66.0,"Leadership, Argues with Officials, Finesse Shot",80,69,49,75,81,74,71,69,77,73,62,63,70,77,65,77,59,76,64,77,59,63,64,78,67,74,55,60,63,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,69+2,68+2,68+2,68+2,69+2,66+2,61+2,61+2,61+2,66+2
2291,Bruno Lamas,25,176,70,Brazil,74,Left,3,3,Medium/Medium,CAM,69.0,66.0,71.0,74.0,53.0,61.0,"Selfish, Leadership, Argues with Officials, Finesse Shot, Crowd Favourite",60,61,49,78,41,75,63,67,72,78,67,71,64,67,73,76,62,74,58,71,54,60,72,72,60,61,40,60,59,67+2,67+2,67+2,70+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,65+2,65+2,65+2,65+2,65+2,63+2,57+2,57+2,57+2,63+2
2295,Rubén García,25,171,71,Spain,74,Left,2,4,Medium/Medium,CAM,79.0,69.0,70.0,77.0,38.0,54.0,"Argues with Officials, Crowd Favourite",69,71,56,72,59,77,74,70,62,76,89,71,83,64,87,65,65,62,48,75,58,33,63,72,67,67,35,40,35,67+2,67+2,67+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,57+2,54+2,54+2,54+2,57+2,54+2,47+2,47+2,47+2,54+2
2296,I. Hagi,20,180,70,Romania,74,Right,5,3,High/Medium,CAM,81.0,66.0,71.0,76.0,36.0,68.0,"Selfish, Finesse Shot",62,65,53,74,54,76,80,65,72,74,83,80,84,69,69,67,35,85,67,70,57,32,64,74,64,70,38,31,33,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,58+2,56+2,56+2,56+2,58+2,55+2,46+2,46+2,46+2,55+2
2297,R. Doan,21,172,70,Japan,74,Left,3,3,Medium/Medium,CAM,76.0,69.0,71.0,78.0,39.0,56.0,Argues with Officials,70,66,45,72,59,75,67,67,68,78,78,74,86,70,93,76,41,75,54,74,41,41,61,76,58,72,39,36,42,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,69+2,69+2,69+2,72+2,60+2,57+2,57+2,57+2,60+2,57+2,46+2,46+2,46+2,57+2
2299,Jacson Zonta,35,181,74,Brazil,74,Right,4,3,Medium/Medium,RAM,76.0,61.0,72.0,74.0,32.0,62.0,Crowd Favourite,74,61,51,72,55,77,83,75,61,71,81,71,72,77,70,57,55,66,67,62,45,45,76,77,71,66,31,21,22,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,56+2,53+2,53+2,53+2,56+2,52+2,44+2,44+2,44+2,52+2
2301,L. Villafañez,27,169,65,Argentina,74,Right,3,3,High/Low,CAM,77.0,67.0,73.0,77.0,34.0,50.0,Early Crosser,75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,65,66,30,31,29,67+2,67+2,67+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,67+2,67+2,67+2,73+2,57+2,53+2,53+2,53+2,57+2,53+2,43+2,43+2,43+2,53+2
2307,J. Barrera,23,171,73,Colombia,74,Left,4,4,High/Low,RAM,81.0,65.0,72.0,75.0,42.0,57.0,"Beat Offside Trap, Selfish",72,68,49,73,40,72,60,69,71,73,78,83,91,70,84,57,72,70,56,70,40,24,69,77,70,77,44,46,50,66+2,66+2,66+2,73+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,60+2,56+2,56+2,56+2,60+2,58+2,49+2,49+2,49+2,58+2
2310,Caio Milaçar,35,170,67,Brazil,74,Right,4,4,Medium/Medium,RAM,67.0,68.0,69.0,76.0,31.0,49.0,,59,72,47,75,69,75,68,64,60,75,68,66,76,74,85,60,48,67,44,63,41,43,68,76,73,79,17,32,30,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,70+2,67+2,67+2,67+2,70+2,55+2,52+2,52+2,52+2,55+2,51+2,41+2,41+2,41+2,51+2
2315,Francisco Geraldes,24,175,62,Portugal,74,Right,4,4,High/Low,CAM,75.0,59.0,71.0,81.0,43.0,53.0,"Selfish, Finesse Shot, Crowd Favourite",68,55,47,72,65,82,72,71,67,81,76,74,84,72,76,64,57,67,44,57,57,29,69,75,60,74,52,43,42,65+2,65+2,65+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,60+2,57+2,57+2,57+2,60+2,57+2,49+2,49+2,49+2,57+2
2317,Marlon Nideiro,35,169,66,Brazil,74,Right,3,4,Medium/Medium,CAM,79.0,63.0,71.0,77.0,32.0,45.0,,71,64,42,75,74,75,73,69,60,74,83,75,86,80,90,59,66,68,33,56,39,36,72,74,68,74,33,24,33,65+2,65+2,65+2,73+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,58+2,52+2,52+2,52+2,58+2,53+2,41+2,41+2,41+2,53+2
